#{"t_start": 1734724256.638717, "env_id": "ContinuousCartPole-v0"}
r,l,t
38.0,38,0.244639
35.0,35,0.248938
50.0,50,0.476931
33.0,33,0.781379
39.0,39,1.14136
26.0,26,1.383285
40.0,40,1.75859
40.0,40,2.126482
45.0,45,2.538245
42.0,42,2.924622
62.0,62,3.499298
42.0,42,3.990503
44.0,44,4.418963
37.0,37,4.766603
47.0,47,5.205031
52.0,52,5.714593
53.0,53,6.308231
49.0,49,6.785139
25.0,25,7.067421
37.0,37,7.424369
34.0,34,7.758502
39.0,39,8.153216
31.0,31,8.479139
28.0,28,8.794189
25.0,25,9.051372
33.0,33,9.375917
33.0,33,9.699359
42.0,42,10.154944
58.0,58,10.715105
30.0,30,11.011783
44.0,44,11.472182
66.0,66,12.110269
24.0,24,12.343549
51.0,51,12.860618
35.0,35,13.231724
44.0,44,13.682722
38.0,38,14.047098
78.0,78,14.81476
33.0,33,15.12693
55.0,55,15.646845
62.0,62,16.2393
32.0,32,16.547271
41.0,41,16.970681
53.0,53,17.476043
55.0,55,18.003065
37.0,37,18.35609
36.0,36,18.766182
26.0,26,19.034662
36.0,36,19.388449
28.0,28,19.666466
46.0,46,20.142517
56.0,56,20.700529
34.0,34,21.034074
35.0,35,21.37933
38.0,38,21.751611
36.0,36,22.130226
30.0,30,22.423087
34.0,34,22.753659
43.0,43,23.170109
41.0,41,23.596628
32.0,32,23.905469
29.0,29,24.186602
41.0,41,24.577531
30.0,30,24.915145
38.0,38,25.279189
36.0,36,25.62296
39.0,39,26.01181
47.0,47,26.471269
34.0,34,26.800486
32.0,32,27.105094
47.0,47,27.583336
39.0,39,27.957816
32.0,32,28.26868
61.0,61,28.861719
29.0,29,29.17825
79.0,79,29.95012
37.0,37,30.308661
43.0,43,30.718469
83.0,83,31.55193
53.0,53,32.066823
29.0,29,32.350479
42.0,42,32.758677
91.0,91,33.658855
46.0,46,34.10176
69.0,69,34.75865
38.0,38,35.116632
102.0,102,36.127273
58.0,58,36.666777
34.0,34,36.98319
95.0,95,37.897383
86.0,86,38.692803
103.0,103,39.649003
53.0,53,40.154066
39.0,39,40.521252
77.0,77,41.28721
47.0,47,41.731911
39.0,39,42.09764
38.0,38,42.459659
47.0,47,42.913886
48.0,48,43.363904
45.0,45,43.78751
54.0,54,44.295726
98.0,98,45.248487
52.0,52,45.73887
51.0,51,46.211966
47.0,47,46.676771
53.0,53,47.16602
84.0,84,47.984167
56.0,56,48.502968
73.0,73,49.177072
62.0,62,49.753805
62.0,62,50.361905
108.0,108,51.359345
40.0,40,51.728453
74.0,74,52.475382
49.0,49,52.936403
211.0,211,54.978687
125.0,125,56.17484
136.0,136,57.499365
175.0,175,59.237746
184.0,184,61.012421
152.0,152,62.532378
151.0,151,63.930602
160.0,160,65.424443
162.0,162,66.975911
196.0,196,68.802544
269.0,269,71.303337
178.0,178,72.94955
209.0,209,74.905803
273.0,273,77.412097
238.0,238,79.737564
279.0,279,82.327556
230.0,230,84.550612
242.0,242,86.774051
423.0,423,90.655816
390.0,390,94.306209
263.0,263,96.892541
367.0,367,100.305097
289.0,289,103.087029
293.0,293,105.821211
412.0,412,109.784035
287.0,287,112.485393
305.0,305,115.339926
358.0,358,118.741077
299.0,299,121.607472
413.0,413,125.601608
296.0,296,128.355358
500.0,500,133.122589
464.0,464,137.532063
447.0,447,141.804135
270.0,270,144.341107
354.0,354,147.651829
426.0,426,151.925628
320.0,320,154.907856
442.0,442,159.238515
500.0,500,164.208961
308.0,308,167.572262
500.0,500,172.346741
288.0,288,175.025325
252.0,252,177.36058
273.0,273,179.958798
500.0,500,184.647941
298.0,298,187.407105
365.0,365,190.788372
468.0,468,195.368113
430.0,430,199.484578
291.0,291,202.199833
500.0,500,206.886854
389.0,389,210.5713
500.0,500,215.206403
330.0,330,218.277822
500.0,500,222.970816
500.0,500,227.653926
268.0,268,230.14445
229.0,229,232.303449
500.0,500,237.012492
427.0,427,241.035155
500.0,500,245.678755
500.0,500,250.370402
271.0,271,252.921426
500.0,500,257.660068
500.0,500,262.339476
500.0,500,267.053101
500.0,500,271.689463
467.0,467,276.102378
500.0,500,280.782272
498.0,498,285.483336
500.0,500,290.267754
281.0,281,293.125225
469.0,469,297.470329
500.0,500,302.16515
500.0,500,306.897311
490.0,490,311.622295
427.0,427,315.685895
500.0,500,320.410906
500.0,500,325.012974
500.0,500,329.69884
500.0,500,334.34275
500.0,500,338.935294
338.0,338,342.068683
500.0,500,346.861385
500.0,500,351.511544
500.0,500,356.184386
500.0,500,360.882874
498.0,498,365.597586
274.0,274,368.12497
284.0,284,370.779018
500.0,500,375.432378
500.0,500,380.07843
500.0,500,384.723536
500.0,500,389.374341
500.0,500,393.96756
458.0,458,398.260916
453.0,453,402.485948
500.0,500,407.08238
500.0,500,411.711475
500.0,500,416.42448
500.0,500,421.02613
500.0,500,425.665156
500.0,500,430.326886
500.0,500,435.01204
255.0,255,437.367735
272.0,272,439.909661
210.0,210,441.868738
243.0,243,444.170996
228.0,228,446.268569
212.0,212,448.220258
222.0,222,450.272842
268.0,268,452.822641
295.0,295,455.572035
260.0,260,457.992867
251.0,251,460.303488
278.0,278,462.901634
261.0,261,465.316041
279.0,279,467.921699
281.0,281,470.549531
299.0,299,473.348237
500.0,500,477.941236
500.0,500,482.606816
500.0,500,487.243164
354.0,354,490.547837
500.0,500,495.191788
322.0,322,498.196726
500.0,500,502.929225
500.0,500,507.600567
500.0,500,512.263965
500.0,500,516.872717
500.0,500,521.500928
500.0,500,526.204713
500.0,500,530.803368
500.0,500,535.448263
500.0,500,540.106242
500.0,500,544.756826
500.0,500,549.510203
500.0,500,554.18779
500.0,500,558.795912
500.0,500,563.494305
500.0,500,568.147847
500.0,500,572.744994
500.0,500,577.394623
500.0,500,582.100919
500.0,500,586.704361
500.0,500,591.35465
500.0,500,595.99755
500.0,500,600.639921
500.0,500,605.28902
500.0,500,609.930709
500.0,500,614.584874
500.0,500,619.347907
500.0,500,624.068255
500.0,500,628.719551
500.0,500,633.382416
500.0,500,638.073567
500.0,500,642.673204
500.0,500,647.330953
500.0,500,651.983003
500.0,500,656.640583
500.0,500,661.310539
500.0,500,665.961729
500.0,500,670.56928
500.0,500,675.285386
500.0,500,679.962745
500.0,500,684.659632
500.0,500,689.361765
500.0,500,694.046706
500.0,500,698.653335
500.0,500,703.325253
500.0,500,707.958608
500.0,500,712.614852
500.0,500,717.286611
500.0,500,721.923878
500.0,500,726.536122
500.0,500,731.248768
500.0,500,735.879077
500.0,500,740.492285
500.0,500,745.164462
500.0,500,749.843322
500.0,500,754.459448
500.0,500,759.12824
500.0,500,763.780373
500.0,500,768.442124
500.0,500,773.106293
500.0,500,777.735164
500.0,500,782.339779
500.0,500,787.044762
500.0,500,791.668375
500.0,500,796.288259
500.0,500,800.955013
500.0,500,805.626236
500.0,500,810.2431
500.0,500,814.912693
500.0,500,819.534404
500.0,500,824.212266
500.0,500,828.881808
500.0,500,833.624982
500.0,500,838.296144
500.0,500,843.04488
500.0,500,847.70001
500.0,500,852.357515
500.0,500,857.05975
500.0,500,861.794265
500.0,500,866.463087
500.0,500,871.154855
500.0,500,875.804179
500.0,500,880.527815
500.0,500,885.238486
500.0,500,889.889785
500.0,500,894.572897
500.0,500,899.288644
500.0,500,903.902515
500.0,500,908.545418
500.0,500,913.215664
500.0,500,917.877805
500.0,500,922.520744
500.0,500,927.189529
500.0,500,931.909313
500.0,500,936.690466
500.0,500,941.555985
500.0,500,946.230845
500.0,500,950.928377
500.0,500,955.655986
500.0,500,960.310387
500.0,500,964.984173
500.0,500,969.629734
500.0,500,974.292145
500.0,500,978.96043
500.0,500,983.674747
500.0,500,988.348099
500.0,500,993.148122
500.0,500,997.801454
500.0,500,1002.416847
500.0,500,1007.104182
500.0,500,1011.828613
500.0,500,1016.538378
500.0,500,1021.247647
500.0,500,1025.865355
500.0,500,1030.642957
500.0,500,1035.413612
500.0,500,1040.323985
500.0,500,1045.119877
500.0,500,1049.917292
500.0,500,1054.586034
500.0,500,1059.285706
500.0,500,1063.945366
500.0,500,1068.604993
500.0,500,1073.264018
500.0,500,1077.9139
500.0,500,1082.517568
500.0,500,1087.251914
500.0,500,1091.995023
500.0,500,1096.742138
500.0,500,1101.412994
500.0,500,1106.161714
500.0,500,1110.821643
500.0,500,1115.530009
500.0,500,1120.237707
500.0,500,1124.919889
500.0,500,1129.624765
500.0,500,1134.511574
500.0,500,1139.310471
500.0,500,1144.065693
500.0,500,1148.685518
500.0,500,1153.316061
500.0,500,1157.980755
500.0,500,1162.639277
500.0,500,1167.269369
500.0,500,1171.929573
500.0,500,1176.538311
500.0,500,1181.228735
500.0,500,1185.895647
500.0,500,1190.505559
500.0,500,1195.14359
500.0,500,1199.849612
500.0,500,1204.458923
500.0,500,1209.098335
500.0,500,1213.762606
500.0,500,1218.416514
500.0,500,1223.054301
500.0,500,1227.721798
500.0,500,1232.329014
500.0,500,1237.032948
411.0,411,1240.872145
500.0,500,1245.486409
500.0,500,1250.120835
500.0,500,1254.857329
500.0,500,1259.525949
500.0,500,1264.199472
500.0,500,1268.994881
500.0,500,1273.765989
500.0,500,1278.528383
500.0,500,1283.476471
500.0,500,1288.446227
500.0,500,1293.294646
500.0,500,1298.029485
500.0,500,1302.782001
500.0,500,1307.622055
500.0,500,1312.328101
500.0,500,1317.02359
500.0,500,1321.727579
500.0,500,1326.409446
500.0,500,1331.160747
500.0,500,1335.857457
500.0,500,1340.543079
500.0,500,1345.237127
500.0,500,1349.976544
500.0,500,1354.625978
500.0,500,1359.333682
500.0,500,1364.026589
500.0,500,1368.753136
500.0,500,1373.629935
500.0,500,1378.317064
500.0,500,1382.984662
500.0,500,1387.75448
500.0,500,1392.555909
500.0,500,1397.311417
500.0,500,1402.020704
500.0,500,1406.835448
500.0,500,1411.668849
500.0,500,1416.807783
500.0,500,1421.908074
500.0,500,1426.825589
500.0,500,1431.552365
500.0,500,1436.287198
500.0,500,1441.015122
500.0,500,1445.730393
500.0,500,1450.440195
500.0,500,1455.112029
500.0,500,1459.887203
500.0,500,1464.843912
500.0,500,1469.836295
500.0,500,1474.59356
500.0,500,1479.273785
500.0,500,1484.1958
500.0,500,1489.001892
500.0,500,1493.876801
500.0,500,1498.559367
500.0,500,1503.309147
500.0,500,1507.96628
500.0,500,1512.652764
500.0,500,1517.493728
500.0,500,1522.151796
500.0,500,1526.804939
500.0,500,1531.465745
198.0,198,1533.289872
500.0,500,1537.946134
500.0,500,1542.611568
500.0,500,1547.25063
500.0,500,1551.862946
500.0,500,1556.584319
500.0,500,1561.217331
500.0,500,1566.002936
500.0,500,1570.672636
500.0,500,1575.331425
500.0,500,1579.960098
500.0,500,1584.632507
500.0,500,1589.250796
500.0,500,1593.918731
500.0,500,1598.588469
500.0,500,1603.203335
500.0,500,1607.829187
251.0,251,1610.219976
500.0,500,1614.869481
500.0,500,1619.483217
500.0,500,1624.164133
500.0,500,1628.853083
500.0,500,1633.461876
500.0,500,1638.135283
500.0,500,1642.800271
500.0,500,1647.446995
500.0,500,1652.112897
500.0,500,1656.753488
500.0,500,1661.35872
500.0,500,1666.086604
500.0,500,1670.724146
500.0,500,1675.329608
500.0,500,1680.048981
500.0,500,1684.944671
500.0,500,1689.746862
500.0,500,1694.555085
500.0,500,1699.325151
500.0,500,1704.159926
500.0,500,1708.946415
500.0,500,1713.690038
500.0,500,1718.515665
500.0,500,1723.341763
500.0,500,1728.083365
500.0,500,1732.799177
500.0,500,1737.45751
500.0,500,1742.159542
500.0,500,1746.8546
500.0,500,1751.511222
500.0,500,1756.182335
500.0,500,1760.925376
500.0,500,1765.614366
500.0,500,1770.267683
500.0,500,1775.012326
500.0,500,1779.728366
500.0,500,1784.432214
500.0,500,1789.094659
500.0,500,1793.70193
500.0,500,1798.405566
500.0,500,1803.055763
500.0,500,1807.662743
500.0,500,1812.318813
500.0,500,1817.00896
500.0,500,1821.613069
500.0,500,1826.275867
500.0,500,1830.914874
500.0,500,1835.555951
500.0,500,1840.28358
500.0,500,1844.92811
500.0,500,1849.530536
500.0,500,1854.250873
500.0,500,1858.900595
500.0,500,1863.512543
500.0,500,1868.179465
500.0,500,1872.857304
500.0,500,1877.463024
