#{"t_start": 1734739483.824672, "env_id": "ContinuousCartPole-v0"}
r,l,t
59.0,59,0.261441
37.0,37,0.266352
53.0,53,0.745003
36.0,36,1.081251
46.0,46,1.547371
32.0,32,1.843836
57.0,57,2.418151
43.0,43,2.818579
36.0,36,3.154905
25.0,25,3.387696
40.0,40,3.760966
24.0,24,4.021649
75.0,75,4.721706
61.0,61,5.321426
41.0,41,5.703064
48.0,48,6.148093
33.0,33,6.455551
34.0,34,6.772312
43.0,43,7.171901
56.0,56,7.727463
57.0,57,8.259515
31.0,31,8.549918
52.0,52,9.063161
28.0,28,9.322228
36.0,36,9.655207
27.0,27,9.90554
45.0,45,10.321214
53.0,53,10.845624
38.0,38,11.19845
57.0,57,11.725548
44.0,44,12.164025
28.0,28,12.423356
35.0,35,12.747228
36.0,36,13.078049
67.0,67,13.732033
37.0,37,14.072936
50.0,50,14.547917
36.0,36,14.881383
28.0,28,15.173566
35.0,35,15.49925
34.0,34,15.816417
37.0,37,16.158147
45.0,45,16.576259
33.0,33,16.913098
78.0,78,17.635721
84.0,84,18.44617
29.0,29,18.713799
29.0,29,18.980628
40.0,40,19.351395
36.0,36,19.686093
37.0,37,20.031149
53.0,53,20.554759
40.0,40,20.92797
46.0,46,21.357545
27.0,27,21.640586
61.0,61,22.20573
31.0,31,22.493664
35.0,35,22.817192
42.0,42,23.206159
38.0,38,23.604412
41.0,41,23.986029
28.0,28,24.245793
32.0,32,24.543458
41.0,41,24.955188
31.0,31,25.243984
49.0,49,25.697558
30.0,30,25.973354
48.0,48,26.450557
32.0,32,26.748341
71.0,71,27.405596
51.0,51,27.912474
30.0,30,28.190488
38.0,38,28.543699
58.0,58,29.082898
40.0,40,29.49404
33.0,33,29.799547
41.0,41,30.181007
60.0,60,30.739164
32.0,32,31.06912
66.0,66,31.681102
33.0,33,31.988109
38.0,38,32.339788
36.0,36,32.673045
56.0,56,33.223189
77.0,77,33.937444
36.0,36,34.270595
49.0,49,34.753913
59.0,59,35.29968
61.0,61,35.863928
50.0,50,36.327442
70.0,70,37.006443
52.0,52,37.487745
38.0,38,37.841326
39.0,39,38.201305
63.0,63,38.819394
67.0,67,39.439025
56.0,56,39.958208
31.0,31,40.245311
34.0,34,40.591392
35.0,35,40.919161
189.0,189,42.706616
48.0,48,43.151549
38.0,38,43.502761
53.0,53,43.994871
80.0,80,44.737173
64.0,64,45.364027
53.0,53,45.856281
59.0,59,46.40593
102.0,102,47.354616
64.0,64,47.978307
118.0,118,49.068111
49.0,49,49.521238
56.0,56,50.040582
59.0,59,50.585823
39.0,39,50.993133
63.0,63,51.573514
167.0,167,53.146849
197.0,197,54.977626
143.0,143,56.305707
102.0,102,57.253202
133.0,133,58.519319
49.0,49,58.974812
120.0,120,60.09262
199.0,199,61.934391
102.0,102,62.876169
158.0,158,64.36853
325.0,325,67.415909
397.0,397,71.102973
276.0,276,73.694758
470.0,470,78.037334
499.0,499,82.698596
364.0,364,86.091311
500.0,500,90.758189
500.0,500,95.390415
500.0,500,100.035578
500.0,500,104.66118
500.0,500,109.342913
500.0,500,113.985052
500.0,500,118.611036
356.0,356,121.925395
500.0,500,126.598055
394.0,394,130.248533
434.0,434,134.258049
390.0,390,137.88381
500.0,500,142.555237
470.0,470,146.896231
500.0,500,151.531565
428.0,428,155.512097
344.0,344,158.752608
316.0,316,161.678343
363.0,363,165.056106
316.0,316,167.995136
328.0,328,171.072683
339.0,339,174.21188
344.0,344,177.415183
326.0,326,180.447807
500.0,500,185.129087
500.0,500,189.768912
500.0,500,194.420908
474.0,474,198.82608
500.0,500,203.508189
500.0,500,208.162486
500.0,500,212.805245
500.0,500,217.441151
500.0,500,222.121528
500.0,500,226.767146
500.0,500,231.400115
500.0,500,236.044429
500.0,500,240.715349
500.0,500,245.355676
500.0,500,250.010865
500.0,500,254.647743
500.0,500,259.339561
500.0,500,264.036872
500.0,500,268.678595
500.0,500,273.324463
