#{"t_start": 1734733764.30227, "env_id": "ContinuousCartPole-v0"}
r,l,t
38.0,38,0.254244
88.0,88,0.526786
30.0,30,0.820892
52.0,52,1.351535
33.0,33,1.669109
44.0,44,2.088803
75.0,75,2.840924
36.0,36,3.185507
47.0,47,3.640518
60.0,60,4.223957
33.0,33,4.575054
60.0,60,5.154311
37.0,37,5.512438
32.0,32,5.821403
76.0,76,6.585493
33.0,33,6.905063
30.0,30,7.195211
42.0,42,7.599186
46.0,46,8.088268
34.0,34,8.418969
61.0,61,9.009307
45.0,45,9.442451
31.0,31,9.77477
50.0,50,10.254965
74.0,74,10.961675
25.0,25,11.199578
39.0,39,11.60081
22.0,22,11.811079
53.0,53,12.320044
34.0,34,12.644412
35.0,35,13.012209
35.0,35,13.349335
33.0,33,13.6639
39.0,39,14.034634
28.0,28,14.301049
30.0,30,14.62346
31.0,31,14.920102
44.0,44,15.345039
40.0,40,15.769119
48.0,48,16.234944
41.0,41,16.629
46.0,46,17.079524
38.0,38,17.4765
32.0,32,17.783652
30.0,30,18.073916
37.0,37,18.427902
49.0,49,18.933186
53.0,53,19.44402
32.0,32,19.755515
32.0,32,20.062802
34.0,34,20.390006
52.0,52,20.922203
30.0,30,21.211069
36.0,36,21.554937
49.0,49,22.05747
30.0,30,22.345295
50.0,50,22.824828
67.0,67,23.498238
35.0,35,23.833211
41.0,41,24.224989
35.0,35,24.560524
59.0,59,25.125573
28.0,28,25.441372
44.0,44,25.862011
44.0,44,26.285514
47.0,47,26.736915
36.0,36,27.111857
31.0,31,27.410909
51.0,51,27.900947
38.0,38,28.265839
55.0,55,28.824471
48.0,48,29.326115
42.0,42,29.733272
37.0,37,30.08622
33.0,33,30.435637
71.0,71,31.117588
31.0,31,31.415799
32.0,32,31.722877
33.0,33,32.041146
71.0,71,32.756575
46.0,46,33.199106
68.0,68,33.880239
34.0,34,34.203936
44.0,44,34.623131
53.0,53,35.128537
38.0,38,35.491509
50.0,50,35.999633
37.0,37,36.354268
36.0,36,36.699738
66.0,66,37.328806
33.0,33,37.718778
55.0,55,38.284646
35.0,35,38.617087
28.0,28,38.883336
53.0,53,39.430427
82.0,82,40.218928
37.0,37,40.57664
61.0,61,41.164391
41.0,41,41.587995
48.0,48,42.048938
39.0,39,42.425845
44.0,44,42.852705
44.0,44,43.308544
46.0,46,43.752712
35.0,35,44.090642
54.0,54,44.610633
40.0,40,45.044026
91.0,91,45.915386
66.0,66,46.547178
58.0,58,47.13284
39.0,39,47.506762
45.0,45,47.934317
59.0,59,48.501471
79.0,79,49.285458
46.0,46,49.72302
37.0,37,50.077552
43.0,43,50.487973
59.0,59,51.051891
86.0,86,51.909832
126.0,126,53.120985
170.0,170,54.789458
108.0,108,55.82855
164.0,164,57.402838
111.0,111,58.468274
191.0,191,60.32657
115.0,115,61.422163
142.0,142,62.778046
61.0,61,63.360368
130.0,130,64.634354
106.0,106,65.648998
191.0,191,67.487162
168.0,168,69.097667
314.0,314,72.162907
357.0,357,75.567346
500.0,500,80.350317
401.0,401,84.203397
265.0,265,86.777218
296.0,296,89.601854
268.0,268,92.161407
392.0,392,95.931776
459.0,459,100.378905
497.0,497,105.122569
391.0,391,108.887214
400.0,400,112.734462
355.0,355,116.173151
308.0,308,119.123578
443.0,443,123.3874
449.0,449,127.691934
500.0,500,132.509308
500.0,500,137.330457
270.0,270,139.921952
380.0,380,143.557196
406.0,406,147.485981
382.0,382,151.160841
334.0,334,154.364465
377.0,377,157.968336
413.0,413,161.989985
438.0,438,166.208856
339.0,339,169.446211
419.0,419,173.457718
387.0,387,177.224152
451.0,451,181.554444
460.0,460,185.95866
271.0,271,188.569843
288.0,288,191.381686
397.0,397,195.191478
492.0,492,199.945559
332.0,332,203.136613
327.0,327,206.335246
337.0,337,209.559074
331.0,331,212.724402
442.0,442,216.982255
324.0,324,220.134223
331.0,331,223.295109
434.0,434,227.454082
407.0,407,231.376583
500.0,500,236.190927
440.0,440,240.40949
337.0,337,243.663796
387.0,387,247.381945
286.0,286,250.155024
322.0,322,253.236076
324.0,324,256.347646
318.0,318,259.403803
450.0,450,263.758822
298.0,298,266.614349
320.0,320,269.694274
290.0,290,272.489622
369.0,369,276.061345
318.0,318,279.101958
456.0,456,283.481077
370.0,370,287.037817
300.0,300,289.967234
321.0,321,293.035765
316.0,316,296.076114
316.0,316,299.120243
330.0,330,302.318698
426.0,426,306.390971
482.0,482,311.019454
500.0,500,315.820948
273.0,273,318.469422
308.0,308,321.414267
355.0,355,324.834625
387.0,387,328.565614
352.0,352,331.981277
500.0,500,336.782622
500.0,500,341.598818
500.0,500,346.387543
500.0,500,351.229134
500.0,500,356.036316
462.0,462,360.458467
484.0,484,365.110073
296.0,296,367.998665
500.0,500,372.789321
424.0,424,376.861774
282.0,282,379.607121
