#{"t_start": 1734737587.875436, "env_id": "ContinuousCartPole-v0"}
r,l,t
28.0,28,0.259018
60.0,60,0.266603
36.0,36,0.508611
43.0,43,0.916347
64.0,64,1.522955
49.0,49,1.993368
35.0,35,2.347673
29.0,29,2.621769
59.0,59,3.179153
38.0,38,3.536448
57.0,57,4.10865
45.0,45,4.533568
38.0,38,4.893991
41.0,41,5.281648
48.0,48,5.762852
37.0,37,6.111524
42.0,42,6.506464
36.0,36,6.843831
37.0,37,7.225228
32.0,32,7.530496
31.0,31,7.822579
76.0,76,8.537689
47.0,47,9.008436
28.0,28,9.27108
41.0,41,9.655203
28.0,28,9.917317
37.0,37,10.263288
38.0,38,10.649229
29.0,29,10.92015
42.0,42,11.315128
41.0,41,11.69943
44.0,44,12.140702
27.0,27,12.391981
29.0,29,12.664422
61.0,61,13.2359
30.0,30,13.545598
36.0,36,13.883472
39.0,39,14.248849
36.0,36,14.586312
50.0,50,15.085921
33.0,33,15.396019
35.0,35,15.723926
74.0,74,16.446641
44.0,44,16.857775
101.0,101,17.802665
28.0,28,18.096795
39.0,39,18.462744
38.0,38,18.8194
34.0,34,19.136722
31.0,31,19.427573
35.0,35,19.757105
31.0,31,20.0789
46.0,46,20.511166
28.0,28,20.773297
27.0,27,21.026413
40.0,40,21.430259
29.0,29,21.704572
35.0,35,22.032824
43.0,43,22.438109
48.0,48,22.919509
43.0,43,23.322957
38.0,38,23.67986
32.0,32,24.00792
43.0,43,24.413428
53.0,53,24.911701
58.0,58,25.454424
35.0,35,25.816471
56.0,56,26.341975
56.0,56,26.866753
39.0,39,27.232305
31.0,31,27.565494
34.0,34,27.887458
45.0,45,28.311629
81.0,81,29.103562
41.0,41,29.489546
37.0,37,29.835315
48.0,48,30.286422
117.0,117,31.413899
38.0,38,31.769773
31.0,31,32.060252
44.0,44,32.472806
43.0,43,32.876154
49.0,49,33.367054
80.0,80,34.118729
53.0,53,34.617518
52.0,52,35.104374
41.0,41,35.521479
49.0,49,35.981592
76.0,76,36.693872
48.0,48,37.172177
32.0,32,37.473664
34.0,34,37.79125
42.0,42,38.184646
34.0,34,38.503547
47.0,47,38.974915
44.0,44,39.389452
77.0,77,40.114876
53.0,53,40.643656
56.0,56,41.169916
76.0,76,41.887065
80.0,80,42.638433
63.0,63,43.260772
87.0,87,44.076894
58.0,58,44.620994
54.0,54,45.129802
64.0,64,45.76409
66.0,66,46.384513
77.0,77,47.106154
114.0,114,48.179108
80.0,80,48.961276
91.0,91,49.816145
45.0,45,50.238661
70.0,70,50.897058
147.0,147,52.308127
87.0,87,53.127341
85.0,85,53.926021
65.0,65,54.535944
71.0,71,55.243149
117.0,117,56.3423
78.0,78,57.073397
210.0,210,59.079163
162.0,162,60.59772
178.0,178,62.265412
182.0,182,63.971246
183.0,183,65.725667
151.0,151,67.143195
194.0,194,68.965481
167.0,167,70.532617
182.0,182,72.273174
239.0,239,74.515799
410.0,410,78.375525
225.0,225,80.490619
238.0,238,82.773138
317.0,317,85.759742
281.0,281,88.399617
390.0,390,92.068825
355.0,355,95.443629
313.0,313,98.386202
500.0,500,103.090656
276.0,276,105.68356
392.0,392,109.39401
243.0,243,111.680234
299.0,299,114.494378
500.0,500,119.195476
318.0,318,122.236113
309.0,309,125.150016
455.0,455,129.430155
273.0,273,131.997735
366.0,366,135.46818
296.0,296,138.242288
325.0,325,141.299329
500.0,500,146.011561
304.0,304,148.911235
500.0,500,153.621717
500.0,500,158.328967
300.0,300,161.154572
500.0,500,165.889344
500.0,500,170.616971
341.0,341,173.840573
411.0,411,177.714119
500.0,500,182.450957
426.0,426,186.466615
326.0,326,189.534611
275.0,275,192.122344
313.0,313,195.116337
306.0,306,197.994945
400.0,400,201.764297
406.0,406,205.580525
500.0,500,210.32002
500.0,500,215.034207
452.0,452,219.284997
500.0,500,223.999572
376.0,376,227.577362
288.0,288,230.294532
479.0,479,234.794422
384.0,384,238.413595
318.0,318,241.449483
500.0,500,246.161779
500.0,500,250.873974
500.0,500,255.579314
327.0,327,258.693142
288.0,288,261.401573
278.0,278,264.017533
400.0,400,267.77737
403.0,403,271.597543
384.0,384,275.208462
500.0,500,279.917078
500.0,500,284.622354
500.0,500,289.364564
225.0,225,291.484426
407.0,407,295.320574
322.0,322,298.354892
500.0,500,303.09331
321.0,321,306.122425
288.0,288,308.82994
275.0,275,311.425106
350.0,350,314.751421
302.0,302,317.640258
454.0,454,321.921391
280.0,280,324.56375
500.0,500,329.314537
318.0,318,332.312229
299.0,299,335.133089
313.0,313,338.084275
274.0,274,340.697361
354.0,354,344.030018
412.0,412,347.915492
374.0,374,351.463829
461.0,461,355.855999
357.0,357,359.217389
500.0,500,363.934392
387.0,387,367.58468
346.0,346,370.889742
306.0,306,373.780965
318.0,318,376.780632
316.0,316,379.758114
269.0,269,382.319708
258.0,258,384.750095
358.0,358,388.1296
500.0,500,392.844839
397.0,397,396.617468
304.0,304,399.486438
327.0,327,402.574716
353.0,353,405.908823
311.0,311,408.876451
362.0,362,412.287739
437.0,437,416.405505
400.0,400,420.18856
337.0,337,423.409186
316.0,316,426.392124
321.0,321,429.422214
353.0,353,432.75528
454.0,454,437.074969
500.0,500,441.784281
500.0,500,446.506528
495.0,495,451.172414
500.0,500,455.932888
486.0,486,460.52377
500.0,500,465.242798
500.0,500,469.971211
500.0,500,474.726468
370.0,370,478.215853
500.0,500,482.933186
500.0,500,487.657441
500.0,500,492.398554
500.0,500,497.125705
500.0,500,501.848956
299.0,299,504.672911
353.0,353,508.044811
500.0,500,512.77552
500.0,500,517.511239
500.0,500,522.234241
373.0,373,525.794609
276.0,276,528.407175
442.0,442,532.606701
500.0,500,537.351229
500.0,500,542.117162
365.0,365,545.558102
500.0,500,550.28391
500.0,500,555.007096
350.0,350,558.368251
416.0,416,562.295857
464.0,464,566.686126
474.0,474,571.164017
487.0,487,575.79398
500.0,500,580.515108
342.0,342,583.748774
411.0,411,587.627026
335.0,335,590.824961
354.0,354,594.16522
483.0,483,598.729562
500.0,500,603.44652
500.0,500,608.21374
500.0,500,612.939688
500.0,500,617.656052
500.0,500,622.382887
500.0,500,627.148491
368.0,368,630.622338
500.0,500,635.34225
500.0,500,640.072547
301.0,301,642.945872
500.0,500,647.667854
500.0,500,652.39839
343.0,343,655.645066
500.0,500,660.414288
362.0,362,663.836174
500.0,500,668.564765
500.0,500,673.277108
500.0,500,678.040821
500.0,500,682.776952
500.0,500,687.520217
500.0,500,692.248763
500.0,500,697.01675
406.0,406,700.853524
500.0,500,705.584371
500.0,500,710.318735
282.0,282,713.048832
403.0,403,716.872069
500.0,500,721.606531
500.0,500,726.366221
500.0,500,731.1266
371.0,371,734.639372
500.0,500,739.365079
500.0,500,744.088944
500.0,500,748.848454
500.0,500,753.572518
500.0,500,758.295054
500.0,500,763.02241
500.0,500,767.789166
394.0,394,771.518152
500.0,500,776.248385
500.0,500,780.964601
500.0,500,785.726474
500.0,500,790.458309
500.0,500,795.180889
326.0,326,798.26063
500.0,500,803.017527
500.0,500,807.735422
340.0,340,810.942179
500.0,500,815.682249
500.0,500,820.449893
500.0,500,825.173848
500.0,500,829.905418
473.0,473,834.377334
500.0,500,839.148918
500.0,500,843.882658
500.0,500,848.606517
500.0,500,853.334106
500.0,500,858.100464
500.0,500,862.82468
266.0,266,865.334543
500.0,500,870.064762
500.0,500,874.845836
318.0,318,877.848026
500.0,500,882.579103
500.0,500,887.301177
276.0,276,889.945818
306.0,306,892.851086
329.0,329,895.99214
500.0,500,900.729614
500.0,500,905.486286
500.0,500,910.216506
500.0,500,914.945176
500.0,500,919.665268
500.0,500,924.446085
500.0,500,929.170011
376.0,376,932.717692
500.0,500,937.445842
341.0,341,940.705123
500.0,500,945.427429
500.0,500,950.155631
389.0,389,953.849179
500.0,500,958.604024
500.0,500,963.329554
500.0,500,968.053203
500.0,500,972.771651
500.0,500,977.539708
500.0,500,982.269452
500.0,500,986.997923
500.0,500,991.729456
500.0,500,996.49693
500.0,500,1001.209085
500.0,500,1005.940606
500.0,500,1010.670728
500.0,500,1015.432553
500.0,500,1020.162023
500.0,500,1024.89713
500.0,500,1029.612467
444.0,444,1033.85499
500.0,500,1038.575037
500.0,500,1043.288996
500.0,500,1048.019124
500.0,500,1052.777535
500.0,500,1057.495091
500.0,500,1062.223933
500.0,500,1066.941518
500.0,500,1071.695664
500.0,500,1076.45198
500.0,500,1081.177664
500.0,500,1085.902782
500.0,500,1090.669954
500.0,500,1095.381971
500.0,500,1100.111179
500.0,500,1104.837296
500.0,500,1109.583952
500.0,500,1114.311765
500.0,500,1119.046779
500.0,500,1123.762878
500.0,500,1128.519674
500.0,500,1133.248571
500.0,500,1137.963864
500.0,500,1142.69389
500.0,500,1147.464321
500.0,500,1152.182835
500.0,500,1156.911029
500.0,500,1161.633754
500.0,500,1166.38353
500.0,500,1171.106307
500.0,500,1175.835046
500.0,500,1180.542405
500.0,500,1185.296174
500.0,500,1190.02283
500.0,500,1194.740428
500.0,500,1199.480793
500.0,500,1204.242286
500.0,500,1208.962007
500.0,500,1213.687502
500.0,500,1218.409438
500.0,500,1223.158169
500.0,500,1227.880608
500.0,500,1232.599422
500.0,500,1237.327493
500.0,500,1242.091394
500.0,500,1246.80836
500.0,500,1251.531051
500.0,500,1256.289184
500.0,500,1261.061078
500.0,500,1265.788566
500.0,500,1270.517313
500.0,500,1275.236251
500.0,500,1279.994957
500.0,500,1284.725419
500.0,500,1289.445969
500.0,500,1294.170541
500.0,500,1298.933983
500.0,500,1303.652133
500.0,500,1308.377854
500.0,500,1313.104879
500.0,500,1317.860293
500.0,500,1322.597302
500.0,500,1327.329505
500.0,500,1332.053692
500.0,500,1336.826184
500.0,500,1341.545534
500.0,500,1346.272847
500.0,500,1351.009064
500.0,500,1355.758927
500.0,500,1360.490111
500.0,500,1365.213754
500.0,500,1369.936923
500.0,500,1374.695175
338.0,338,1377.892427
500.0,500,1382.616769
500.0,500,1387.33228
500.0,500,1392.099809
470.0,470,1396.53612
500.0,500,1401.257207
500.0,500,1405.984823
500.0,500,1410.740424
500.0,500,1415.470227
500.0,500,1420.197103
330.0,330,1423.315904
