#{"t_start": 1734741353.537584, "env_id": "ContinuousCartPole-v0"}
r,l,t
41.0,41,0.257097
26.0,26,0.260325
30.0,30,0.26409
39.0,39,0.617969
65.0,65,1.232323
60.0,60,1.830634
28.0,28,2.094685
45.0,45,2.519593
39.0,39,2.886652
35.0,35,3.21771
44.0,44,3.67054
41.0,41,4.072536
35.0,35,4.404202
55.0,55,4.925256
33.0,33,5.268744
61.0,61,5.843192
84.0,84,6.635008
31.0,31,6.930424
27.0,27,7.21543
27.0,27,7.469077
41.0,41,7.854829
31.0,31,8.146732
58.0,58,8.723274
76.0,76,9.433263
44.0,44,9.844616
41.0,41,10.225901
37.0,37,10.601467
73.0,73,11.28126
36.0,36,11.618818
41.0,41,12.000582
36.0,36,12.336956
29.0,29,12.637464
28.0,28,12.89893
30.0,30,13.177951
32.0,32,13.475405
44.0,44,13.917419
41.0,41,14.298227
50.0,50,14.763993
31.0,31,15.086546
67.0,67,15.717493
28.0,28,15.980165
28.0,28,16.242204
39.0,39,16.60824
39.0,39,17.006148
31.0,31,17.297169
27.0,27,17.549642
32.0,32,17.849565
39.0,39,18.247299
29.0,29,18.521799
44.0,44,18.939534
51.0,51,19.455299
41.0,41,19.839849
26.0,26,20.08653
66.0,66,20.713791
35.0,35,21.076806
34.0,34,21.395118
37.0,37,21.743379
29.0,29,22.014011
34.0,34,22.332446
30.0,30,22.657431
57.0,57,23.190641
38.0,38,23.54744
65.0,65,24.187357
43.0,43,24.588872
26.0,26,24.831892
53.0,53,25.32665
74.0,74,26.049153
49.0,49,26.508726
43.0,43,26.91166
40.0,40,27.287757
45.0,45,27.739366
31.0,31,28.029283
69.0,69,28.678852
41.0,41,29.062978
36.0,36,29.434945
49.0,49,29.896418
57.0,57,30.432666
67.0,67,31.090538
49.0,49,31.551725
36.0,36,31.889686
34.0,34,32.207641
39.0,39,32.574262
66.0,66,33.223803
105.0,105,34.203634
96.0,96,35.09945
37.0,37,35.475215
36.0,36,35.80963
36.0,36,36.146529
43.0,43,36.548709
35.0,35,36.874874
37.0,37,37.221184
42.0,42,37.642417
43.0,43,38.045465
54.0,54,38.548737
42.0,42,38.9733
44.0,44,39.386478
45.0,45,39.810319
64.0,64,40.411286
41.0,41,40.826981
42.0,42,41.220221
47.0,47,41.663457
49.0,49,42.122629
91.0,91,43.009388
34.0,34,43.329458
42.0,42,43.726479
49.0,49,44.185629
43.0,43,44.638118
99.0,99,45.571751
78.0,78,46.303003
54.0,54,46.839277
75.0,75,47.539789
39.0,39,47.903933
41.0,41,48.287636
110.0,110,49.349053
83.0,83,50.126239
79.0,79,50.862768
142.0,142,52.222978
149.0,149,53.623704
54.0,54,54.127998
109.0,109,55.158111
78.0,78,55.891149
190.0,190,57.708343
157.0,157,59.185669
292.0,292,61.916135
115.0,115,62.985724
152.0,152,64.44055
150.0,150,65.859704
122.0,122,67.005579
192.0,192,68.850441
350.0,350,72.137673
287.0,287,74.819827
251.0,251,77.167273
287.0,287,79.898228
353.0,353,83.215144
401.0,401,86.984113
307.0,307,89.848152
265.0,265,92.361057
457.0,457,96.649662
339.0,339,99.836176
500.0,500,104.521713
378.0,378,108.115354
372.0,372,111.615002
499.0,499,116.284579
347.0,347,119.524874
500.0,500,124.253183
452.0,452,128.487853
382.0,382,132.062685
488.0,488,136.643222
500.0,500,141.555348
500.0,500,146.231323
439.0,439,150.358333
403.0,403,154.141614
266.0,266,156.679587
343.0,343,159.896037
338.0,338,163.066155
500.0,500,167.750755
486.0,486,172.336258
392.0,392,176.009823
359.0,359,179.382574
388.0,388,183.025188
400.0,400,186.798785
321.0,321,189.819803
287.0,287,192.517716
304.0,304,195.371885
448.0,448,199.631162
441.0,441,203.789907
500.0,500,208.478709
401.0,401,212.23654
401.0,401,216.031806
328.0,328,219.116549
460.0,460,223.437494
375.0,375,226.948641
345.0,345,230.214093
393.0,393,233.905494
477.0,477,238.374447
378.0,378,241.912324
390.0,390,245.614785
352.0,352,248.921761
475.0,475,253.364742
390.0,390,257.019842
438.0,438,261.175371
366.0,366,264.6113
403.0,403,268.388335
346.0,346,271.631925
344.0,344,274.898823
327.0,327,277.967471
443.0,443,282.117598
347.0,347,285.370101
338.0,338,288.593713
500.0,500,293.283745
401.0,401,297.035787
344.0,344,300.269003
375.0,375,303.821772
439.0,439,307.931883
364.0,364,311.346283
387.0,387,314.988372
398.0,398,318.763856
413.0,413,322.633227
402.0,402,326.413985
270.0,270,328.957057
312.0,312,331.931606
252.0,252,334.293377
332.0,332,337.397186
359.0,359,340.778299
339.0,339,343.999264
347.0,347,347.254475
313.0,313,350.184775
325.0,325,353.249482
327.0,327,356.365701
320.0,320,359.378481
304.0,304,362.226503
362.0,362,365.617004
300.0,300,368.482955
327.0,327,371.560372
350.0,350,374.851079
289.0,289,377.563597
296.0,296,380.400278
292.0,292,383.1662
304.0,304,386.020183
359.0,359,389.387027
298.0,298,392.220353
307.0,307,395.112647
316.0,316,398.089088
310.0,310,401.003887
398.0,398,404.780133
500.0,500,409.486746
317.0,317,412.472091
352.0,352,415.775768
340.0,340,418.997159
313.0,313,421.945102
500.0,500,426.642406
500.0,500,431.337998
500.0,500,436.074093
500.0,500,440.774389
500.0,500,445.463042
440.0,440,449.596065
500.0,500,454.362891
500.0,500,459.059248
459.0,459,463.375689
473.0,473,467.835928
350.0,350,471.156509
373.0,373,474.658447
500.0,500,479.359727
500.0,500,484.059874
500.0,500,489.431185
500.0,500,494.170597
500.0,500,498.949992
500.0,500,503.687831
500.0,500,508.436673
500.0,500,513.12359
500.0,500,517.841541
500.0,500,522.547804
500.0,500,527.331901
500.0,500,532.143655
500.0,500,536.921767
500.0,500,541.632595
500.0,500,546.398243
500.0,500,551.096527
500.0,500,555.795949
500.0,500,560.510499
500.0,500,565.319228
500.0,500,570.019439
500.0,500,574.731822
500.0,500,579.422073
500.0,500,584.162133
500.0,500,588.873427
500.0,500,593.568721
500.0,500,598.275326
500.0,500,603.020625
500.0,500,607.714546
500.0,500,612.426072
500.0,500,617.146485
500.0,500,621.893649
500.0,500,626.920275
500.0,500,631.629453
500.0,500,636.345343
500.0,500,641.105314
500.0,500,645.812892
500.0,500,650.538563
500.0,500,655.276466
500.0,500,660.024498
500.0,500,664.751599
500.0,500,669.474885
500.0,500,674.18965
500.0,500,678.960657
500.0,500,683.679028
500.0,500,688.392499
500.0,500,693.12179
500.0,500,697.875988
500.0,500,702.586426
500.0,500,707.316323
500.0,500,712.024768
500.0,500,716.771425
500.0,500,721.50182
500.0,500,726.213094
500.0,500,730.931525
500.0,500,735.709052
500.0,500,740.415586
500.0,500,745.173852
500.0,500,749.909061
500.0,500,754.655764
500.0,500,759.374364
500.0,500,764.103039
500.0,500,768.809368
500.0,500,773.55982
500.0,500,778.28847
500.0,500,782.998142
500.0,500,787.720289
500.0,500,792.488484
500.0,500,797.20069
500.0,500,801.923601
500.0,500,806.649854
500.0,500,811.395674
500.0,500,816.125872
500.0,500,820.84939
500.0,500,825.556056
500.0,500,830.336813
500.0,500,835.055359
500.0,500,839.773612
500.0,500,844.504882
500.0,500,849.255237
500.0,500,853.97278
453.0,453,858.25818
500.0,500,862.982841
500.0,500,867.739149
500.0,500,872.475016
216.0,216,874.511195
500.0,500,879.214583
500.0,500,883.98813
500.0,500,888.715636
500.0,500,893.429063
500.0,500,898.162832
500.0,500,902.915506
500.0,500,907.621384
500.0,500,912.349987
500.0,500,917.070736
500.0,500,921.81758
500.0,500,926.594878
500.0,500,931.311262
500.0,500,936.030169
500.0,500,940.808106
500.0,500,945.521294
500.0,500,950.245864
500.0,500,954.983489
475.0,475,959.496596
500.0,500,964.214798
500.0,500,968.945047
500.0,500,973.661062
500.0,500,978.42442
500.0,500,983.153939
500.0,500,987.86041
500.0,500,992.581471
500.0,500,997.350572
500.0,500,1002.055316
500.0,500,1006.78561
500.0,500,1011.503434
500.0,500,1016.23704
500.0,500,1020.965552
500.0,500,1025.693352
500.0,500,1030.408075
500.0,500,1035.17602
500.0,500,1039.889962
500.0,500,1044.597235
500.0,500,1049.326813
500.0,500,1054.083972
500.0,500,1058.788085
500.0,500,1063.514098
500.0,500,1068.225467
500.0,500,1072.968604
500.0,500,1077.695146
500.0,500,1082.404078
500.0,500,1087.12319
500.0,500,1091.892771
500.0,500,1096.608309
500.0,500,1101.322051
500.0,500,1106.077426
500.0,500,1110.825186
500.0,500,1115.546211
500.0,500,1120.296852
493.0,493,1124.938932
427.0,427,1129.004504
334.0,334,1132.156613
500.0,500,1136.861627
500.0,500,1141.57275
439.0,439,1145.757437
286.0,286,1148.451111
500.0,500,1153.151928
500.0,500,1157.87364
500.0,500,1162.623865
500.0,500,1167.367483
500.0,500,1172.096991
500.0,500,1176.809482
500.0,500,1181.55699
500.0,500,1186.275515
500.0,500,1190.978151
500.0,500,1195.68945
500.0,500,1200.445284
500.0,500,1205.149736
500.0,500,1209.861732
500.0,500,1214.591128
500.0,500,1219.343362
500.0,500,1224.059577
500.0,500,1228.781441
500.0,500,1233.479832
500.0,500,1238.222096
500.0,500,1242.942227
500.0,500,1247.651277
500.0,500,1252.37143
500.0,500,1257.131817
500.0,500,1261.839547
500.0,500,1266.565963
500.0,500,1271.289196
500.0,500,1276.038099
500.0,500,1280.770092
500.0,500,1285.503291
500.0,500,1290.239204
500.0,500,1295.005389
310.0,310,1297.929575
500.0,500,1302.632809
500.0,500,1307.363822
500.0,500,1312.119853
500.0,500,1316.817095
500.0,500,1321.546
359.0,359,1324.93449
500.0,500,1329.686745
365.0,365,1333.131461
413.0,413,1337.037262
500.0,500,1341.743885
481.0,481,1346.312921
500.0,500,1351.040395
496.0,496,1355.701385
500.0,500,1360.417116
500.0,500,1365.170013
500.0,500,1369.871535
500.0,500,1374.580947
500.0,500,1379.310042
500.0,500,1384.065862
500.0,500,1388.786859
500.0,500,1393.499708
500.0,500,1398.206597
500.0,500,1402.959331
500.0,500,1407.692148
500.0,500,1412.391412
500.0,500,1417.120223
500.0,500,1421.878522
500.0,500,1426.585269
500.0,500,1431.312857
500.0,500,1436.023874
500.0,500,1440.779338
500.0,500,1445.503202
500.0,500,1450.209149
500.0,500,1454.912812
500.0,500,1459.676889
500.0,500,1464.397783
500.0,500,1469.177567
500.0,500,1473.907554
500.0,500,1478.646149
500.0,500,1483.369163
469.0,469,1487.800201
500.0,500,1492.496418
500.0,500,1497.264037
500.0,500,1501.986325
500.0,500,1506.687441
382.0,382,1510.294886
500.0,500,1515.044585
500.0,500,1519.748017
500.0,500,1524.465409
500.0,500,1529.192357
500.0,500,1533.9206
500.0,500,1538.640978
500.0,500,1543.369958
500.0,500,1548.0725
500.0,500,1552.848043
500.0,500,1557.584506
500.0,500,1562.291384
500.0,500,1567.020485
500.0,500,1571.777323
500.0,500,1576.482848
500.0,500,1581.198392
500.0,500,1585.91744
500.0,500,1590.649575
500.0,500,1595.367917
500.0,500,1600.081941
500.0,500,1604.772286
500.0,500,1609.544388
500.0,500,1614.263376
500.0,500,1618.96233
500.0,500,1623.688865
500.0,500,1628.432224
500.0,500,1633.13898
