#{"t_start": 1734720458.8131971, "env_id": "ContinuousCartPole-v0"}
r,l,t
64.0,64,0.256983
34.0,34,0.261568
39.0,39,0.622798
38.0,38,0.980039
52.0,52,1.469487
26.0,26,1.718534
57.0,57,2.298288
46.0,46,2.740991
29.0,29,3.020466
29.0,29,3.300512
27.0,27,3.591918
76.0,76,4.382925
34.0,34,4.744867
71.0,71,5.465521
32.0,32,5.782159
45.0,45,6.244453
47.0,47,6.705119
48.0,48,7.172457
35.0,35,7.543424
32.0,32,7.8561
64.0,64,8.478111
34.0,34,8.824097
41.0,41,9.249947
32.0,32,9.558824
39.0,39,9.929967
31.0,31,10.225669
27.0,27,10.482917
49.0,49,10.977887
71.0,71,11.655734
36.0,36,11.99938
64.0,64,12.63516
35.0,35,12.970169
40.0,40,13.352205
34.0,34,13.672275
44.0,44,14.119679
40.0,40,14.49713
23.0,23,14.714962
64.0,64,15.318264
38.0,38,15.717234
53.0,53,16.217364
24.0,24,16.443853
30.0,30,16.726409
27.0,27,16.981021
31.0,31,17.274131
30.0,30,17.591044
43.0,43,17.996051
34.0,34,18.319613
32.0,32,18.659948
84.0,84,19.472294
32.0,32,19.8064
35.0,35,20.136298
48.0,48,20.587014
49.0,49,21.047191
79.0,79,21.816921
104.0,104,22.81579
48.0,48,23.270916
28.0,28,23.534157
36.0,36,23.870279
47.0,47,24.314357
39.0,39,24.711111
27.0,27,24.965866
42.0,42,25.359184
35.0,35,25.68863
55.0,55,26.232746
39.0,39,26.601468
33.0,33,26.913937
44.0,44,27.366899
64.0,64,27.977407
47.0,47,28.420306
36.0,36,28.761623
37.0,37,29.137838
40.0,40,29.514535
59.0,59,30.071285
31.0,31,30.366413
47.0,47,30.839051
48.0,48,31.291687
67.0,67,31.924425
31.0,31,32.218545
36.0,36,32.583207
38.0,38,32.940154
39.0,39,33.306406
38.0,38,33.664559
51.0,51,34.173446
45.0,45,34.594181
75.0,75,35.301827
46.0,46,35.760586
43.0,43,36.164006
36.0,36,36.498552
53.0,53,36.997932
52.0,52,37.488114
48.0,48,37.968844
33.0,33,38.288572
68.0,68,38.953588
36.0,36,39.301519
42.0,42,39.742336
45.0,45,40.176933
52.0,52,40.679341
57.0,57,41.229341
40.0,40,41.638521
61.0,61,42.223324
61.0,61,42.804962
45.0,45,43.232395
38.0,38,43.624111
55.0,55,44.143571
35.0,35,44.477508
70.0,70,45.143065
106.0,106,46.167129
79.0,79,46.903331
38.0,38,47.260079
43.0,43,47.666592
92.0,92,48.576137
83.0,83,49.353309
75.0,75,50.059208
83.0,83,50.870856
89.0,89,51.708383
61.0,61,52.283042
68.0,68,52.928132
68.0,68,53.600787
59.0,59,54.15648
158.0,158,55.651113
194.0,194,57.514387
172.0,172,59.125167
182.0,182,60.826734
343.0,343,64.036916
52.0,52,64.526962
280.0,280,67.210361
183.0,183,68.932101
399.0,399,72.674026
455.0,455,77.033146
364.0,364,80.46349
318.0,318,83.543865
321.0,321,86.611268
500.0,500,91.4479
340.0,340,94.697308
380.0,380,98.336672
361.0,361,101.642162
456.0,456,106.021238
437.0,437,110.055438
284.0,284,112.779439
472.0,472,117.335567
357.0,357,120.748894
419.0,419,124.739564
367.0,367,128.351873
382.0,382,132.00279
362.0,362,135.487017
500.0,500,140.261078
489.0,489,144.991646
500.0,500,149.79852
500.0,500,154.644731
372.0,372,158.236256
500.0,500,162.978804
414.0,414,166.904719
500.0,500,171.700203
471.0,471,176.277483
462.0,462,180.719584
