#{"t_start": 1734771686.268131, "env_id": "ContinuousCartPole-v0"}
r,l,t
41.0,41,0.253696
31.0,31,0.257833
38.0,38,0.371037
31.0,31,0.667169
25.0,25,0.90822
32.0,32,1.211092
42.0,42,1.606297
50.0,50,2.10969
45.0,45,2.536906
67.0,67,3.166979
28.0,28,3.462327
35.0,35,3.791471
32.0,32,4.096179
26.0,26,4.342105
41.0,41,4.729208
60.0,60,5.330503
34.0,34,5.651096
56.0,56,6.178665
31.0,31,6.501685
37.0,37,6.850821
31.0,31,7.14305
36.0,36,7.480563
36.0,36,7.818904
29.0,29,8.122755
47.0,47,8.576706
27.0,27,8.831748
37.0,37,9.178511
44.0,44,9.624949
37.0,37,9.975958
34.0,34,10.296525
40.0,40,10.673023
58.0,58,11.251376
48.0,48,11.698354
29.0,29,11.9702
34.0,34,12.290275
47.0,47,12.766014
38.0,38,13.124748
32.0,32,13.424165
76.0,76,14.165299
54.0,54,14.672518
31.0,31,14.965107
43.0,43,15.369072
35.0,35,15.698153
37.0,37,16.077794
44.0,44,16.491753
29.0,29,16.764386
67.0,67,17.439647
61.0,61,18.009441
35.0,35,18.338224
35.0,35,18.665566
31.0,31,18.955865
32.0,32,19.290817
39.0,39,19.658673
32.0,32,19.958808
29.0,29,20.230639
36.0,36,20.601253
39.0,39,20.967957
42.0,42,21.362497
39.0,39,21.758739
52.0,52,22.246556
32.0,32,22.549004
29.0,29,22.821076
74.0,74,23.551485
39.0,39,23.918621
59.0,59,24.47476
63.0,63,25.098407
32.0,32,25.399746
33.0,33,25.709193
57.0,57,26.243789
33.0,33,26.553275
44.0,44,27.012455
59.0,59,27.56663
48.0,48,28.068471
39.0,39,28.433689
29.0,29,28.739488
46.0,46,29.171125
68.0,68,29.809393
40.0,40,30.185817
61.0,61,30.796099
61.0,61,31.367232
43.0,43,31.773114
73.0,73,32.489535
34.0,34,32.808673
54.0,54,33.315672
31.0,31,33.606489
60.0,60,34.169667
47.0,47,34.644236
54.0,54,35.154571
37.0,37,35.51342
41.0,41,35.899292
49.0,49,36.439363
54.0,54,36.984211
39.0,39,37.349796
45.0,45,37.771963
45.0,45,38.22874
30.0,30,38.509193
41.0,41,38.895485
53.0,53,39.391617
32.0,32,39.722899
43.0,43,40.124851
57.0,57,40.662158
43.0,43,41.064231
53.0,53,41.607159
61.0,61,42.179656
77.0,77,42.905359
57.0,57,43.472031
95.0,95,44.36225
75.0,75,45.063623
80.0,80,45.820595
81.0,81,46.613827
55.0,55,47.131862
40.0,40,47.507822
123.0,123,48.742768
64.0,64,49.361116
66.0,66,49.98411
66.0,66,50.616176
74.0,74,51.312137
139.0,139,52.656075
49.0,49,53.114562
58.0,58,53.657601
43.0,43,54.063053
158.0,158,55.582284
60.0,60,56.146792
56.0,56,56.671084
124.0,124,57.88275
176.0,176,59.54487
57.0,57,60.080307
145.0,145,61.442757
171.0,171,63.085358
155.0,155,64.539496
115.0,115,65.610141
265.0,265,68.09825
226.0,226,70.258821
244.0,244,72.556815
291.0,291,75.285824
287.0,287,77.974048
379.0,379,81.58531
342.0,342,84.792654
362.0,362,88.199184
340.0,340,91.391164
363.0,363,94.84853
264.0,264,97.323238
332.0,332,100.440146
259.0,259,102.870019
315.0,315,105.86409
440.0,440,109.991921
499.0,499,114.671266
391.0,391,118.341165
271.0,271,120.922369
390.0,390,124.584476
440.0,440,128.719373
324.0,324,131.769719
299.0,299,134.628611
313.0,313,137.569715
372.0,372,141.064544
497.0,497,145.737272
318.0,318,148.77581
296.0,296,151.563902
318.0,318,154.551861
309.0,309,157.452997
476.0,476,161.962209
360.0,360,165.347718
313.0,313,168.293951
372.0,372,171.78746
500.0,500,176.524536
498.0,498,181.210271
500.0,500,185.927467
369.0,369,189.399124
500.0,500,194.144817
500.0,500,198.842873
366.0,366,202.289137
420.0,420,206.237629
357.0,357,209.643489
500.0,500,214.334252
500.0,500,219.037135
408.0,408,222.878402
487.0,487,227.493344
315.0,315,230.473644
500.0,500,235.192936
500.0,500,239.889704
500.0,500,244.652831
500.0,500,249.355359
323.0,323,252.388678
452.0,452,256.648078
500.0,500,261.392285
496.0,496,266.056395
345.0,345,269.301305
500.0,500,274.006809
466.0,466,278.414168
388.0,388,282.055809
420.0,420,286.004568
500.0,500,290.702257
379.0,379,294.310223
500.0,500,299.007065
500.0,500,303.713566
308.0,308,306.607956
500.0,500,311.35697
500.0,500,316.070001
327.0,327,319.150312
500.0,500,323.855218
433.0,433,327.972385
500.0,500,332.678548
500.0,500,337.382906
500.0,500,342.091489
394.0,394,345.840624
500.0,500,350.554083
468.0,468,354.970005
390.0,390,358.639567
500.0,500,363.392582
500.0,500,368.099882
500.0,500,372.806665
500.0,500,377.519238
429.0,429,381.613636
455.0,455,385.895614
359.0,359,389.281405
