#{"t_start": 1734764099.644027, "env_id": "ContinuousCartPole-v0"}
r,l,t
47.0,47,0.260721
46.0,46,0.266867
61.0,61,0.797487
37.0,37,1.184022
31.0,31,1.474659
27.0,27,1.730312
56.0,56,2.260891
35.0,35,2.625979
30.0,30,2.908942
23.0,23,3.126656
44.0,44,3.547116
49.0,49,4.055379
30.0,30,4.34186
49.0,49,4.807131
31.0,31,5.100126
35.0,35,5.464522
29.0,29,5.739672
52.0,52,6.231059
43.0,43,6.692773
35.0,35,7.021008
30.0,30,7.307673
33.0,33,7.617405
31.0,31,7.908349
45.0,45,8.361009
32.0,32,8.659934
53.0,53,9.153401
48.0,48,9.630102
47.0,47,10.06615
50.0,50,10.532151
32.0,32,10.829955
36.0,36,11.165831
36.0,36,11.533836
39.0,39,11.898548
72.0,72,12.568453
38.0,38,12.956238
32.0,32,13.252589
51.0,51,13.731024
58.0,58,14.2779
29.0,29,14.596408
40.0,40,14.972336
58.0,58,15.52016
28.0,28,15.783355
66.0,66,16.435299
38.0,38,16.79096
32.0,32,17.093181
33.0,33,17.406515
44.0,44,17.820653
32.0,32,18.156707
34.0,34,18.478739
29.0,29,18.750837
54.0,54,19.257346
36.0,36,19.628589
29.0,29,19.901568
44.0,44,20.310292
39.0,39,20.67188
41.0,41,21.086468
51.0,51,21.570981
44.0,44,21.980842
34.0,34,22.329031
35.0,35,22.656523
29.0,29,22.927066
74.0,74,23.614042
81.0,81,24.404572
30.0,30,24.684372
47.0,47,25.120613
37.0,37,25.465958
47.0,47,25.934867
74.0,74,26.628953
53.0,53,27.130913
45.0,45,27.554183
36.0,36,27.927995
40.0,40,28.306775
38.0,38,28.666543
66.0,66,29.286933
40.0,40,29.707517
40.0,40,30.086622
48.0,48,30.53753
43.0,43,30.941113
70.0,70,31.638671
37.0,37,31.986734
62.0,62,32.572203
31.0,31,32.863188
68.0,68,33.526323
40.0,40,33.899483
38.0,38,34.253374
38.0,38,34.607928
41.0,41,34.995789
52.0,52,35.511092
41.0,41,35.902111
38.0,38,36.25535
36.0,36,36.621198
45.0,45,37.042438
51.0,51,37.517377
56.0,56,38.039962
30.0,30,38.356973
37.0,37,38.70687
38.0,38,39.066194
65.0,65,39.67822
29.0,29,39.984659
39.0,39,40.352681
46.0,46,40.787976
57.0,57,41.324193
51.0,51,41.833866
43.0,43,42.238814
79.0,79,42.995768
37.0,37,43.378041
120.0,120,44.513238
39.0,39,44.883116
70.0,70,45.548165
45.0,45,46.002379
53.0,53,46.505858
54.0,54,47.013405
90.0,90,47.852567
45.0,45,48.30456
60.0,60,48.863883
51.0,51,49.338996
56.0,56,49.860697
49.0,49,50.318039
104.0,104,51.347305
50.0,50,51.817189
112.0,112,52.872895
173.0,173,54.538321
71.0,71,55.208078
136.0,136,56.486664
135.0,135,57.787469
207.0,207,59.718627
54.0,54,60.223403
153.0,153,61.64867
173.0,173,63.309619
161.0,161,64.823832
198.0,198,66.69432
152.0,152,68.128004
189.0,189,69.944044
403.0,403,73.712686
348.0,348,76.950203
446.0,446,81.152823
301.0,301,84.03751
382.0,382,87.602414
498.0,498,92.265347
465.0,465,96.654219
322.0,322,99.70964
455.0,455,103.955567
500.0,500,108.66114
418.0,418,112.592516
336.0,336,115.760775
500.0,500,120.448562
424.0,424,124.444572
459.0,459,128.93461
469.0,469,133.39358
310.0,310,136.315365
500.0,500,140.99624
293.0,293,143.727157
