#{"t_start": 1734718499.427457, "env_id": "ContinuousCartPole-v0"}
r,l,t
50.0,50,0.301721
29.0,29,0.30532
34.0,34,0.499677
50.0,50,0.996123
28.0,28,1.280202
40.0,40,1.695666
40.0,40,2.141941
36.0,36,2.516422
63.0,63,3.159645
35.0,35,3.508357
31.0,31,3.863921
38.0,38,4.264991
39.0,39,4.65587
34.0,34,4.998761
45.0,45,5.479249
37.0,37,5.85717
70.0,70,6.571227
46.0,46,7.058025
79.0,79,7.848439
50.0,50,8.374361
57.0,57,8.986498
41.0,41,9.414281
49.0,49,9.961587
54.0,54,10.547837
60.0,60,11.191367
30.0,30,11.504518
26.0,26,11.792408
37.0,37,12.161644
42.0,42,12.583127
63.0,63,13.270022
78.0,78,14.080499
29.0,29,14.395184
33.0,33,14.743678
25.0,25,14.995005
29.0,29,15.281807
35.0,35,15.65377
33.0,33,15.984313
57.0,57,16.53571
34.0,34,16.89557
28.0,28,17.180525
28.0,28,17.465736
29.0,29,17.75195
43.0,43,18.191575
43.0,43,18.653423
44.0,44,19.095248
50.0,50,19.592528
39.0,39,20.017353
32.0,32,20.344747
35.0,35,20.68233
47.0,47,21.133594
35.0,35,21.501853
49.0,49,21.992616
41.0,41,22.418841
36.0,36,22.787446
50.0,50,23.34245
55.0,55,23.922134
45.0,45,24.393533
35.0,35,24.830079
43.0,43,25.30113
33.0,33,25.641815
55.0,55,26.209165
49.0,49,26.759197
47.0,47,27.250188
42.0,42,27.664361
57.0,57,28.2285
38.0,38,28.60808
37.0,37,29.009683
26.0,26,29.263732
37.0,37,29.633069
42.0,42,30.049487
62.0,62,30.693991
27.0,27,30.959331
32.0,32,31.270562
52.0,52,31.783732
42.0,42,32.224172
44.0,44,32.652944
135.0,135,34.030451
46.0,46,34.486112
32.0,32,34.823197
43.0,43,35.274503
40.0,40,35.720423
63.0,63,36.345527
110.0,110,37.463653
70.0,70,38.157203
32.0,32,38.475621
80.0,80,39.291016
70.0,70,39.979447
33.0,33,40.303662
50.0,50,40.796632
39.0,39,41.185971
58.0,58,41.788312
47.0,47,42.251473
31.0,31,42.561108
75.0,75,43.337731
51.0,51,43.869638
38.0,38,44.261321
60.0,60,44.870482
91.0,91,45.79944
85.0,85,46.637352
41.0,41,47.041518
75.0,75,47.794588
103.0,103,48.846693
42.0,42,49.263555
39.0,39,49.658693
77.0,77,50.437053
60.0,60,51.094233
136.0,136,52.461303
105.0,105,53.506464
85.0,85,54.346814
60.0,60,54.964644
102.0,102,55.971599
54.0,54,56.502887
139.0,139,57.905849
167.0,167,59.568266
119.0,119,60.750232
150.0,150,62.247649
283.0,283,65.093859
184.0,184,66.979981
190.0,190,68.90909
149.0,149,70.423393
189.0,189,72.378981
333.0,333,75.76215
186.0,186,77.67636
271.0,271,80.447058
448.0,448,84.989816
302.0,302,88.018826
321.0,321,91.250751
500.0,500,96.241776
362.0,362,99.89689
378.0,378,103.683008
304.0,304,106.737636
436.0,436,111.271756
442.0,442,115.717643
458.0,458,120.555256
336.0,336,123.879712
427.0,427,127.866109
500.0,500,133.017122
500.0,500,138.127789
494.0,494,143.195167
415.0,415,147.095446
460.0,460,151.595408
383.0,383,155.232109
366.0,366,158.796941
469.0,469,163.678913
443.0,443,168.155493
369.0,369,171.815751
500.0,500,176.906365
500.0,500,181.812328
401.0,401,186.014185
367.0,367,189.797079
409.0,409,193.794596
399.0,399,197.909302
320.0,320,201.248452
345.0,345,204.57544
412.0,412,208.876136
500.0,500,213.73048
484.0,484,218.546139
409.0,409,222.667445
366.0,366,226.450635
500.0,500,231.476339
469.0,469,235.942063
381.0,381,239.503209
374.0,374,243.015233
379.0,379,246.609294
317.0,317,249.648226
392.0,392,253.444205
450.0,450,258.503948
343.0,343,262.149009
500.0,500,267.376056
422.0,422,271.708543
500.0,500,276.856972
377.0,377,280.751229
393.0,393,284.896139
403.0,403,289.023456
444.0,444,293.688273
355.0,355,297.384749
344.0,344,300.936223
421.0,421,305.309259
368.0,368,309.084582
371.0,371,312.886864
500.0,500,317.910221
402.0,402,321.967395
500.0,500,326.944627
500.0,500,331.897475
354.0,354,335.446369
459.0,459,339.987159
500.0,500,344.959646
500.0,500,349.928802
414.0,414,354.124602
500.0,500,359.247137
500.0,500,364.267807
313.0,313,367.404545
500.0,500,372.434397
458.0,458,377.039577
500.0,500,382.276628
500.0,500,387.297719
415.0,415,391.340655
350.0,350,394.850706
368.0,368,398.647177
392.0,392,402.523104
435.0,435,406.895735
345.0,345,410.252245
500.0,500,415.245709
500.0,500,420.666431
333.0,333,424.046159
325.0,325,427.281678
500.0,500,432.291647
500.0,500,437.39239
485.0,485,442.387157
487.0,487,447.388611
367.0,367,451.220094
340.0,340,454.549593
395.0,395,458.591708
500.0,500,463.601191
412.0,412,467.611879
500.0,500,472.44631
399.0,399,476.364009
429.0,429,480.6405
500.0,500,485.672369
434.0,434,489.91102
440.0,440,494.244361
500.0,500,499.2921
485.0,485,504.015548
369.0,369,507.688518
373.0,373,511.405137
382.0,382,515.141731
303.0,303,518.119347
339.0,339,521.474339
380.0,380,525.281371
351.0,351,528.791283
342.0,342,532.222335
373.0,373,535.868567
420.0,420,540.0649
443.0,443,544.469834
383.0,383,548.367318
