#{"t_start": 1734729926.318251, "env_id": "ContinuousCartPole-v0"}
r,l,t
33.0,33,0.279937
28.0,28,0.283388
53.0,53,0.432036
36.0,36,0.766931
33.0,33,1.075881
40.0,40,1.446627
39.0,39,1.808235
31.0,31,2.129783
40.0,40,2.501248
57.0,57,3.03005
37.0,37,3.370045
27.0,27,3.619809
36.0,36,3.95352
51.0,51,4.429754
37.0,37,4.768714
26.0,26,5.010486
30.0,30,5.320546
31.0,31,5.606718
25.0,25,5.83777
44.0,44,6.245929
29.0,29,6.514394
59.0,59,7.061697
40.0,40,7.429237
31.0,31,7.714983
79.0,79,8.44887
28.0,28,8.706685
35.0,35,9.033859
44.0,44,9.486044
35.0,35,9.808741
31.0,31,10.09521
32.0,32,10.390801
68.0,68,11.055025
41.0,41,11.437201
25.0,25,11.66933
31.0,31,11.957361
43.0,43,12.353681
53.0,53,12.845248
43.0,43,13.24464
28.0,28,13.503753
41.0,41,13.882679
35.0,35,14.209372
51.0,51,14.677825
55.0,55,15.215772
33.0,33,15.520711
29.0,29,15.792137
89.0,89,16.614918
37.0,37,16.95575
58.0,58,17.523922
55.0,55,18.030537
38.0,38,18.38191
50.0,50,18.843258
27.0,27,19.124061
39.0,39,19.485963
55.0,55,19.997186
34.0,34,20.349099
34.0,34,20.668104
36.0,36,21.004009
42.0,42,21.391992
30.0,30,21.667991
42.0,42,22.087159
33.0,33,22.396963
57.0,57,22.924
44.0,44,23.336352
41.0,41,23.73218
38.0,38,24.090563
41.0,41,24.469775
32.0,32,24.766251
33.0,33,25.105984
32.0,32,25.404006
30.0,30,25.682069
65.0,65,26.284818
37.0,37,26.630072
42.0,42,27.083201
49.0,49,27.547439
27.0,27,27.860267
40.0,40,28.248919
41.0,41,28.643019
34.0,34,28.976516
34.0,34,29.301232
34.0,34,29.653036
63.0,63,30.258543
63.0,63,30.90109
33.0,33,31.216767
59.0,59,31.788511
40.0,40,32.179856
38.0,38,32.545557
35.0,35,32.904466
42.0,42,33.341759
44.0,44,33.75931
45.0,45,34.217126
33.0,33,34.567519
52.0,52,35.073132
35.0,35,35.425653
40.0,40,35.817809
50.0,50,36.354259
39.0,39,36.736209
44.0,44,37.164662
74.0,74,37.91924
44.0,44,38.342704
32.0,32,38.651017
104.0,104,39.658218
36.0,36,40.039423
57.0,57,40.589215
57.0,57,41.134627
52.0,52,41.62863
62.0,62,42.258592
74.0,74,42.971006
93.0,93,43.849548
45.0,45,44.275682
60.0,60,44.851005
76.0,76,45.620319
35.0,35,45.960797
