#{"t_start": 1734726139.580588, "env_id": "ContinuousCartPole-v0"}
r,l,t
37.0,37,0.242923
25.0,25,0.246012
36.0,36,0.25068
51.0,51,0.713683
31.0,31,0.998008
28.0,28,1.253869
25.0,25,1.481656
28.0,28,1.73595
37.0,37,2.108329
29.0,29,2.373856
36.0,36,2.704968
36.0,36,3.03526
37.0,37,3.375313
35.0,35,3.696213
55.0,55,4.200048
38.0,38,4.548014
35.0,35,4.86895
33.0,33,5.171459
43.0,43,5.565529
32.0,32,5.88928
81.0,81,6.644137
46.0,46,7.069453
32.0,32,7.362164
29.0,29,7.629317
28.0,28,7.888105
70.0,70,8.528053
29.0,29,8.7941
54.0,54,9.316006
52.0,52,9.788875
32.0,32,10.079848
41.0,41,10.454075
31.0,31,10.736494
34.0,34,11.076675
78.0,78,11.786723
59.0,59,12.323577
31.0,31,12.604948
37.0,37,12.943455
31.0,31,13.226229
43.0,43,13.61771
41.0,41,14.02269
29.0,29,14.289248
33.0,33,14.589382
32.0,32,14.88101
32.0,32,15.174229
40.0,40,15.543279
28.0,28,15.80183
37.0,37,16.141695
49.0,49,16.58979
52.0,52,17.067709
57.0,57,17.590171
30.0,30,17.91166
34.0,34,18.227033
74.0,74,18.909475
35.0,35,19.230761
47.0,47,19.66387
29.0,29,19.958594
28.0,28,20.217232
42.0,42,20.602133
34.0,34,20.913383
30.0,30,21.189571
59.0,59,21.730523
36.0,36,22.059937
33.0,33,22.361309
49.0,49,22.835661
50.0,50,23.293216
43.0,43,23.686272
30.0,30,23.957878
49.0,49,24.405347
35.0,35,24.726794
36.0,36,25.054987
68.0,68,25.6746
29.0,29,25.968338
44.0,44,26.371619
30.0,30,26.64546
33.0,33,26.947907
39.0,39,27.303022
37.0,37,27.640805
41.0,41,28.0147
34.0,34,28.322689
32.0,32,28.617164
40.0,40,28.986961
32.0,32,29.28198
50.0,50,29.74118
50.0,50,30.230657
37.0,37,30.571584
51.0,51,31.039001
39.0,39,31.394493
48.0,48,31.871258
45.0,45,32.291299
46.0,46,32.713644
47.0,47,33.142189
30.0,30,33.418946
45.0,45,33.832055
35.0,35,34.152357
102.0,102,35.119217
76.0,76,35.815073
39.0,39,36.171824
75.0,75,36.857349
29.0,29,37.121718
133.0,133,38.391683
75.0,75,39.078341
60.0,60,39.624888
65.0,65,40.251109
80.0,80,40.980611
47.0,47,41.410251
67.0,67,42.028456
46.0,46,42.451423
69.0,69,43.119521
56.0,56,43.636078
64.0,64,44.224427
82.0,82,45.010946
53.0,53,45.499098
52.0,52,45.975485
58.0,58,46.507456
69.0,69,47.173012
57.0,57,47.698162
96.0,96,48.581626
48.0,48,49.048811
54.0,54,49.540982
64.0,64,50.125273
202.0,202,52.00095
100.0,100,52.912648
148.0,148,54.259178
60.0,60,54.805694
90.0,90,55.63176
91.0,91,56.464526
122.0,122,57.621955
232.0,232,59.752694
101.0,101,60.680465
102.0,102,61.615993
239.0,239,63.847985
159.0,159,65.29723
156.0,156,66.721654
114.0,114,67.79393
142.0,142,69.090068
265.0,265,71.520762
489.0,489,76.047805
461.0,461,80.256761
433.0,433,84.213127
300.0,300,86.973946
500.0,500,91.597555
422.0,422,95.441055
290.0,290,98.094314
314.0,314,100.982243
500.0,500,105.60838
468.0,468,109.891909
306.0,306,112.709243
327.0,327,115.712373
318.0,318,118.677097
335.0,335,121.737509
435.0,435,125.719929
251.0,251,128.030353
343.0,343,131.302056
364.0,364,134.663295
500.0,500,139.264213
360.0,360,142.600655
478.0,478,147.071759
282.0,282,149.689644
307.0,307,152.555077
272.0,272,155.14481
493.0,493,159.771841
272.0,272,162.276761
427.0,427,166.220783
500.0,500,170.868523
415.0,415,174.744836
285.0,285,177.37003
365.0,365,180.745074
447.0,447,184.904744
500.0,500,189.557081
319.0,319,192.655345
441.0,441,197.152219
453.0,453,201.439541
