#{"t_start": 1734728021.099856, "env_id": "ContinuousCartPole-v0"}
r,l,t
34.0,34,0.242858
40.0,40,0.247804
33.0,33,0.328969
40.0,40,0.706627
40.0,40,1.091296
27.0,27,1.346441
42.0,42,1.747071
42.0,42,2.144109
30.0,30,2.434157
35.0,35,2.762016
85.0,85,3.586419
31.0,31,3.873901
44.0,44,4.279756
40.0,40,4.647639
87.0,87,5.482433
35.0,35,5.808217
31.0,31,6.106169
32.0,32,6.408998
46.0,46,6.865532
33.0,33,7.18342
50.0,50,7.701133
74.0,74,8.498538
28.0,28,8.772214
47.0,47,9.211972
73.0,73,9.948514
25.0,25,10.190569
34.0,34,10.507746
38.0,38,10.859099
37.0,37,11.205468
53.0,53,11.77181
28.0,28,12.069571
38.0,38,12.451873
34.0,34,12.783273
39.0,39,13.163256
34.0,34,13.487723
37.0,37,13.870158
38.0,38,14.24724
44.0,44,14.689683
47.0,47,15.188749
81.0,81,16.023027
47.0,47,16.486713
50.0,50,17.007356
29.0,29,17.30107
29.0,29,17.603793
46.0,46,18.11263
25.0,25,18.355593
36.0,36,18.738718
31.0,31,19.0426
42.0,42,19.457396
50.0,50,19.936162
29.0,29,20.206059
34.0,34,20.551962
43.0,43,20.95179
40.0,40,21.323916
29.0,29,21.592201
35.0,35,21.965644
39.0,39,22.375554
45.0,45,22.794908
38.0,38,23.147942
34.0,34,23.506977
59.0,59,24.054397
39.0,39,24.41403
35.0,35,24.738306
36.0,36,25.073075
88.0,88,25.887876
59.0,59,26.469115
26.0,26,26.70721
35.0,35,27.03103
24.0,24,27.254213
37.0,37,27.595012
41.0,41,27.972855
29.0,29,28.241093
42.0,42,28.663301
32.0,32,28.960466
39.0,39,29.322464
54.0,54,29.819334
26.0,26,30.059537
69.0,69,30.693445
51.0,51,31.173553
56.0,56,31.750894
44.0,44,32.202293
56.0,56,32.741034
69.0,69,33.542519
44.0,44,33.948878
28.0,28,34.216485
43.0,43,34.615083
63.0,63,35.291811
81.0,81,36.152121
51.0,51,36.658937
35.0,35,37.001215
35.0,35,37.395694
113.0,113,38.521813
42.0,42,38.918744
48.0,48,39.379706
33.0,33,39.687582
37.0,37,40.028924
37.0,37,40.374032
39.0,39,40.734735
63.0,63,41.349545
35.0,35,41.673179
60.0,60,42.228784
39.0,39,42.589365
76.0,76,43.327353
48.0,48,43.773428
52.0,52,44.255524
83.0,83,45.022896
44.0,44,45.522363
112.0,112,46.684761
50.0,50,47.1695
61.0,61,47.761151
52.0,52,48.365999
66.0,66,49.017217
149.0,149,50.55904
71.0,71,51.219061
39.0,39,51.58171
90.0,90,52.520389
168.0,168,54.116475
142.0,142,55.553046
70.0,70,56.243654
45.0,45,56.663325
122.0,122,57.792914
74.0,74,58.509682
159.0,159,60.048619
146.0,146,61.488036
153.0,153,62.984718
127.0,127,64.227814
