#{"t_start": 1734543541.0856562, "env_id": "ContinuousCartPole-v0"}
r,l,t
500.0,500,42.944009
500.0,500,43.031617
500.0,500,43.119574
500.0,500,43.648937
500.0,500,43.741688
500.0,500,43.831504
500.0,500,43.918991
500.0,500,44.44908
500.0,500,44.539982
188.0,188,44.573547
500.0,500,44.660695
500.0,500,45.185637
500.0,500,45.272787
500.0,500,45.361126
500.0,500,45.447212
500.0,500,45.975496
500.0,500,46.066819
500.0,500,46.156425
500.0,500,46.244339
500.0,500,46.333651
500.0,500,46.855127
167.0,167,46.883824
500.0,500,46.969823
500.0,500,47.057621
500.0,500,47.579963
500.0,500,47.667292
500.0,500,47.753352
500.0,500,47.839885
500.0,500,48.354214
500.0,500,48.441076
500.0,500,48.527606
500.0,500,48.614635
448.0,448,48.69353
500.0,500,49.214836
500.0,500,49.302992
500.0,500,49.389936
500.0,500,49.477374
500.0,500,49.994428
500.0,500,50.082658
500.0,500,50.170247
500.0,500,50.257908
500.0,500,50.778225
500.0,500,50.865703
500.0,500,50.95162
500.0,500,51.038189
500.0,500,51.548067
500.0,500,51.633939
500.0,500,51.720845
500.0,500,51.806298
500.0,500,52.322617
500.0,500,52.410821
500.0,500,52.502274
500.0,500,52.592123
235.0,235,52.633548
311.0,311,53.130548
500.0,500,53.21693
500.0,500,53.303817
500.0,500,53.389398
500.0,500,53.901813
296.0,296,53.954134
500.0,500,54.040901
500.0,500,54.125727
500.0,500,54.21313
500.0,500,54.761436
500.0,500,54.850292
423.0,423,54.925944
500.0,500,55.014253
500.0,500,55.572349
500.0,500,55.662618
500.0,500,55.801709
500.0,500,55.89264
500.0,500,56.423407
500.0,500,56.511464
500.0,500,56.599396
500.0,500,56.690258
500.0,500,57.212503
500.0,500,57.302636
500.0,500,57.389301
500.0,500,57.477974
500.0,500,57.995063
143.0,143,58.020875
491.0,491,58.106887
308.0,308,58.160377
311.0,311,58.215056
500.0,500,58.301824
500.0,500,58.820238
113.0,113,58.839486
500.0,500,58.927642
500.0,500,59.015594
500.0,500,59.103639
500.0,500,59.624566
500.0,500,59.709303
500.0,500,59.795056
500.0,500,59.880521
176.0,176,60.349012
302.0,302,60.402013
500.0,500,60.489202
500.0,500,60.577908
500.0,500,60.664385
314.0,314,61.157125
500.0,500,61.243892
500.0,500,61.330168
500.0,500,61.416736
500.0,500,61.942845
178.0,178,61.973748
500.0,500,62.0601
500.0,500,62.147136
500.0,500,62.234767
500.0,500,62.75458
500.0,500,62.839921
500.0,500,62.92636
223.0,223,62.964391
500.0,500,63.051916
264.0,264,63.522597
500.0,500,63.610335
500.0,500,63.697074
200.0,200,63.73194
500.0,500,63.816952
500.0,500,64.332062
211.0,211,64.368815
500.0,500,64.455538
500.0,500,64.543268
500.0,500,64.629686
500.0,500,65.15334
500.0,500,65.238502
500.0,500,65.325474
500.0,500,65.411292
500.0,500,65.961289
500.0,500,66.047695
500.0,500,66.133171
500.0,500,66.219106
500.0,500,66.746867
500.0,500,66.834552
500.0,500,66.922241
500.0,500,67.008399
500.0,500,67.518661
500.0,500,67.605246
500.0,500,67.69158
500.0,500,67.77773
336.0,336,68.271733
500.0,500,68.357986
500.0,500,68.444778
500.0,500,68.532353
500.0,500,69.057383
500.0,500,69.1475
500.0,500,69.236444
500.0,500,69.327683
235.0,235,69.369481
500.0,500,69.899854
500.0,500,69.985535
500.0,500,70.074229
500.0,500,70.160492
500.0,500,70.671553
500.0,500,70.758254
500.0,500,70.845951
500.0,500,70.931355
500.0,500,71.462358
500.0,500,71.550833
500.0,500,71.638689
372.0,372,71.703873
500.0,500,71.789859
500.0,500,72.301102
500.0,500,72.388348
500.0,500,72.474766
500.0,500,72.562211
500.0,500,73.083358
500.0,500,73.171605
500.0,500,73.258433
500.0,500,73.345233
500.0,500,73.856327
500.0,500,73.944066
500.0,500,74.03156
500.0,500,74.118477
380.0,380,74.622068
500.0,500,74.709211
500.0,500,74.796438
500.0,500,74.883536
500.0,500,75.392237
500.0,500,75.479307
500.0,500,75.566117
500.0,500,75.65185
306.0,306,75.704474
500.0,500,76.225387
500.0,500,76.312329
500.0,500,76.3988
500.0,500,76.484754
500.0,500,76.999623
500.0,500,77.087783
500.0,500,77.173695
500.0,500,77.259294
500.0,500,77.779498
500.0,500,77.866614
500.0,500,77.954071
500.0,500,78.041705
500.0,500,78.556372
500.0,500,78.642284
500.0,500,78.729629
500.0,500,78.817168
500.0,500,79.339965
500.0,500,79.426047
500.0,500,79.513964
500.0,500,79.600653
500.0,500,80.112521
500.0,500,80.2006
500.0,500,80.288081
500.0,500,80.374601
500.0,500,80.893764
500.0,500,80.981368
500.0,500,81.070975
500.0,500,81.157968
500.0,500,81.671528
500.0,500,81.758817
500.0,500,81.845378
500.0,500,81.93118
500.0,500,82.492468
500.0,500,82.580484
500.0,500,82.667683
500.0,500,82.756121
500.0,500,83.26934
500.0,500,83.356168
500.0,500,83.44311
500.0,500,83.52951
500.0,500,83.616707
462.0,462,84.148761
500.0,500,84.240092
500.0,500,84.33037
500.0,500,84.420448
500.0,500,85.050825
500.0,500,85.141324
500.0,500,85.23003
500.0,500,85.319218
500.0,500,85.901518
500.0,500,85.99229
500.0,500,86.084884
500.0,500,86.173517
302.0,302,86.686381
500.0,500,86.7742
500.0,500,86.864366
400.0,400,86.935369
500.0,500,87.025764
500.0,500,87.57766
500.0,500,87.666667
500.0,500,87.76068
500.0,500,87.85036
500.0,500,88.387746
433.0,433,88.4656
500.0,500,88.554816
381.0,381,88.623166
500.0,500,89.170016
500.0,500,89.259564
500.0,500,89.349692
500.0,500,89.439271
357.0,357,89.503533
500.0,500,90.042653
191.0,191,90.076557
500.0,500,90.166203
500.0,500,90.256763
68.0,68,90.269096
500.0,500,90.816891
500.0,500,90.906739
500.0,500,90.997027
500.0,500,91.087896
500.0,500,91.627674
500.0,500,91.717758
500.0,500,91.807639
500.0,500,91.898164
500.0,500,92.442995
500.0,500,92.533114
500.0,500,92.622152
500.0,500,92.71133
500.0,500,93.248193
500.0,500,93.338024
500.0,500,93.426622
500.0,500,93.515117
500.0,500,93.605773
500.0,500,94.14693
500.0,500,94.237792
500.0,500,94.327882
500.0,500,94.418478
401.0,401,94.935171
358.0,358,94.998367
500.0,500,95.087538
500.0,500,95.176388
500.0,500,95.720422
500.0,500,95.808095
500.0,500,95.896892
485.0,485,95.983745
500.0,500,96.523281
499.0,499,96.612684
378.0,378,96.67834
500.0,500,96.766452
500.0,500,96.856086
500.0,500,97.40012
500.0,500,97.48814
500.0,500,97.577886
500.0,500,97.666933
500.0,500,98.200947
500.0,500,98.289025
500.0,500,98.377511
500.0,500,98.46325
500.0,500,99.002475
500.0,500,99.091108
500.0,500,99.179344
500.0,500,99.26611
500.0,500,99.799528
500.0,500,99.888089
500.0,500,99.977967
500.0,500,100.067649
500.0,500,100.606279
500.0,500,100.695331
500.0,500,100.785982
500.0,500,100.876249
500.0,500,101.405711
500.0,500,101.494559
500.0,500,101.58467
500.0,500,101.673924
500.0,500,102.209927
500.0,500,102.30003
500.0,500,102.389995
500.0,500,102.479642
500.0,500,103.01465
500.0,500,103.104192
500.0,500,103.19444
500.0,500,103.285165
500.0,500,103.823897
500.0,500,103.913171
500.0,500,104.004008
500.0,500,104.0942
500.0,500,104.184022
500.0,500,104.731573
500.0,500,104.820095
500.0,500,104.909485
500.0,500,104.998017
500.0,500,105.539786
500.0,500,105.627696
500.0,500,105.716075
500.0,500,105.805028
500.0,500,106.342811
500.0,500,106.431454
500.0,500,106.520223
500.0,500,106.609604
500.0,500,107.152169
500.0,500,107.241546
500.0,500,107.330528
500.0,500,107.419185
500.0,500,108.003981
500.0,500,108.09244
500.0,500,108.180912
500.0,500,108.270082
500.0,500,108.806706
500.0,500,108.895011
500.0,500,108.984745
500.0,500,109.07359
500.0,500,109.618397
500.0,500,109.710003
500.0,500,109.800659
500.0,500,109.888488
500.0,500,110.443678
345.0,345,110.507864
500.0,500,110.601669
500.0,500,110.695932
500.0,500,110.787134
403.0,403,111.316974
500.0,500,111.407172
500.0,500,111.499808
500.0,500,111.59219
389.0,389,112.127599
500.0,500,112.22022
500.0,500,112.310091
