#{"t_start": 1734541470.977046, "env_id": "ContinuousCartPole-v0"}
r,l,t
45.0,45,0.251692
46.0,46,0.260393
40.0,40,0.267559
37.0,37,0.273908
35.0,35,0.280473
25.0,25,0.284777
43.0,43,0.292703
35.0,35,0.298782
41.0,41,0.305564
39.0,39,0.313185
33.0,33,0.319391
32.0,32,0.32491
65.0,65,0.336416
62.0,62,0.347737
37.0,37,0.35451
66.0,66,0.365947
52.0,52,0.374609
41.0,41,0.381947
96.0,96,0.398978
31.0,31,0.404246
44.0,44,0.412114
42.0,42,0.418995
29.0,29,0.423763
24.0,24,0.428195
26.0,26,0.432998
25.0,25,0.437428
26.0,26,0.442616
48.0,48,0.451276
69.0,69,0.463163
59.0,59,0.473814
39.0,39,0.480625
35.0,35,0.486762
24.0,24,0.491391
34.0,34,0.497467
42.0,42,0.504877
29.0,29,0.510696
25.0,25,0.514842
40.0,40,0.521938
30.0,30,0.527582
26.0,26,0.53222
36.0,36,0.539013
30.0,30,0.544279
81.0,81,0.559053
50.0,50,0.567399
42.0,42,0.575148
28.0,28,0.580231
32.0,32,0.585494
32.0,32,0.592555
78.0,78,0.606117
60.0,60,1.077521
32.0,32,1.083507
31.0,31,1.089192
35.0,35,1.096034
38.0,38,1.102995
28.0,28,1.108131
39.0,39,1.115869
44.0,44,1.123384
52.0,52,1.1326
46.0,46,1.14088
36.0,36,1.147272
32.0,32,1.152758
40.0,40,1.159522
37.0,37,1.166417
35.0,35,1.172342
32.0,32,1.17776
44.0,44,1.185725
43.0,43,1.19375
46.0,46,1.202303
35.0,35,1.208744
76.0,76,1.222779
25.0,25,1.2276
39.0,39,1.234886
72.0,72,1.247774
29.0,29,1.252745
58.0,58,1.262594
37.0,37,1.269671
35.0,35,1.276086
27.0,27,1.281343
60.0,60,1.29243
37.0,37,1.299212
79.0,79,1.312859
40.0,40,1.320334
30.0,30,1.326069
38.0,38,1.332559
27.0,27,1.337926
28.0,28,1.34298
35.0,35,1.349433
32.0,32,1.355003
35.0,35,1.361349
33.0,33,1.367302
38.0,38,1.374091
