#{"t_start": 1734540384.7173948, "env_id": "ContinuousCartPole-v0"}
r,l,t
35.0,35,0.250113
38.0,38,0.256875
30.0,30,0.262953
67.0,67,0.275483
33.0,33,0.281667
63.0,63,0.293156
35.0,35,0.299478
38.0,38,0.306157
69.0,69,0.318892
39.0,39,0.326167
31.0,31,0.332302
27.0,27,0.337656
30.0,30,0.343485
24.0,24,0.347641
47.0,47,0.357176
69.0,69,0.36989
58.0,58,0.380802
55.0,55,0.390954
39.0,39,0.397584
32.0,32,0.403395
42.0,42,0.411503
34.0,34,0.417579
39.0,39,0.42467
35.0,35,0.431045
30.0,30,0.436469
37.0,37,0.443276
44.0,44,0.451014
41.0,41,0.458079
31.0,31,0.463388
29.0,29,0.468315
58.0,58,0.479353
31.0,31,0.485137
44.0,44,0.493157
31.0,31,0.498737
56.0,56,0.509054
51.0,51,0.518392
49.0,49,0.527596
50.0,50,0.536559
36.0,36,0.543157
29.0,29,0.54821
47.0,47,0.556674
37.0,37,0.563174
43.0,43,0.570425
32.0,32,0.576535
45.0,45,0.584361
34.0,34,0.590135
44.0,44,0.598027
37.0,37,0.604916
44.0,44,0.612859
38.0,38,1.079099
39.0,39,1.08591
42.0,42,1.09395
37.0,37,1.101207
36.0,36,1.107673
30.0,30,1.113219
31.0,31,1.118794
37.0,37,1.125356
51.0,51,1.134463
61.0,61,1.145522
30.0,30,1.150894
26.0,26,1.155368
46.0,46,1.163888
88.0,88,1.179789
32.0,32,1.185277
32.0,32,1.1912
33.0,33,1.196865
56.0,56,1.207486
29.0,29,1.21308
39.0,39,1.220549
43.0,43,1.228503
40.0,40,1.236142
41.0,41,1.243601
32.0,32,1.249551
29.0,29,1.25512
25.0,25,1.259858
27.0,27,1.264813
29.0,29,1.270337
31.0,31,1.276062
28.0,28,1.280904
55.0,55,1.291045
33.0,33,1.297107
31.0,31,1.302864
35.0,35,1.309423
31.0,31,1.314996
33.0,33,1.321416
46.0,46,1.329711
51.0,51,1.339201
29.0,29,1.344292
34.0,34,1.350764
52.0,52,1.360123
27.0,27,1.365074
33.0,33,1.370848
41.0,41,1.378463
41.0,41,1.386112
36.0,36,1.392181
35.0,35,1.39872
43.0,43,1.406488
39.0,39,1.413298
33.0,33,1.419287
73.0,73,1.431858
36.0,36,1.43865
64.0,64,1.450481
69.0,69,1.912603
57.0,57,1.92324
44.0,44,1.932256
32.0,32,1.93789
44.0,44,1.946069
33.0,33,1.952256
39.0,39,1.959636
93.0,93,1.97739
37.0,37,1.984145
36.0,36,1.990181
27.0,27,1.9952
40.0,40,2.002862
35.0,35,2.009373
54.0,54,2.0194
49.0,49,2.028554
58.0,58,2.039754
28.0,28,2.045288
38.0,38,2.052702
50.0,50,2.061713
37.0,37,2.069836
49.0,49,2.078967
48.0,48,2.087922
53.0,53,2.097257
32.0,32,2.103604
45.0,45,2.112484
35.0,35,2.119111
34.0,34,2.126536
29.0,29,2.132259
46.0,46,2.141935
36.0,36,2.148102
36.0,36,2.155858
44.0,44,2.16421
41.0,41,2.172939
32.0,32,2.178505
44.0,44,2.186646
37.0,37,2.193248
40.0,40,2.200181
49.0,49,2.209339
37.0,37,2.216221
55.0,55,2.226616
28.0,28,2.23152
31.0,31,2.237376
29.0,29,2.242875
32.0,32,2.248561
33.0,33,2.255117
53.0,53,2.264854
40.0,40,2.272313
38.0,38,2.279631
26.0,26,2.28429
30.0,30,2.742406
41.0,41,2.749956
33.0,33,2.756906
65.0,65,2.768334
52.0,52,2.777983
47.0,47,2.78605
39.0,39,2.793215
39.0,39,2.799944
41.0,41,2.807533
33.0,33,2.813605
27.0,27,2.818213
63.0,63,2.82954
42.0,42,2.836825
53.0,53,2.846919
37.0,37,2.853785
46.0,46,2.861882
47.0,47,2.86984
35.0,35,2.876336
40.0,40,2.884108
35.0,35,2.890436
35.0,35,2.896719
71.0,71,2.908883
27.0,27,2.913937
46.0,46,2.922216
41.0,41,2.929414
83.0,83,2.944267
90.0,90,2.960445
29.0,29,2.965852
57.0,57,2.975732
69.0,69,2.987737
49.0,49,2.996891
38.0,38,3.004167
29.0,29,3.009139
46.0,46,3.017353
28.0,28,3.022639
32.0,32,3.028335
55.0,55,3.038152
34.0,34,3.044589
49.0,49,3.053865
48.0,48,3.06276
41.0,41,3.06994
29.0,29,3.075323
40.0,40,3.082631
33.0,33,3.088491
35.0,35,3.095195
60.0,60,3.105837
65.0,65,3.564327
53.0,53,3.573908
33.0,33,3.58004
73.0,73,3.592886
69.0,69,3.605301
46.0,46,3.613499
58.0,58,3.623769
58.0,58,3.633839
55.0,55,3.643639
40.0,40,3.651282
36.0,36,3.657717
31.0,31,3.663376
46.0,46,3.671546
61.0,61,3.682203
29.0,29,3.687735
56.0,56,3.698475
44.0,44,3.706372
28.0,28,3.711665
41.0,41,3.719401
35.0,35,3.725664
27.0,27,3.730848
61.0,61,3.741626
37.0,37,3.748611
40.0,40,3.75599
31.0,31,3.761834
39.0,39,3.768447
44.0,44,3.77605
33.0,33,3.782085
34.0,34,3.788264
45.0,45,3.79646
98.0,98,3.814484
25.0,25,3.818759
34.0,34,3.82473
55.0,55,3.834903
33.0,33,3.841048
27.0,27,3.846121
39.0,39,3.853256
36.0,36,3.859298
35.0,35,3.865972
65.0,65,3.87713
43.0,43,3.885062
41.0,41,3.892434
40.0,40,3.899439
63.0,63,3.911566
34.0,34,3.918053
48.0,48,3.926695
28.0,28,4.374784
52.0,52,4.384033
49.0,49,4.392639
36.0,36,4.398742
29.0,29,4.404053
35.0,35,4.410663
34.0,34,4.445596
36.0,36,4.463727
38.0,38,4.47481
54.0,54,4.48436
38.0,38,4.49113
42.0,42,4.498528
37.0,37,4.505004
33.0,33,4.511154
45.0,45,4.519321
32.0,32,4.524903
30.0,30,4.530826
54.0,54,4.540479
45.0,45,4.548753
29.0,29,4.554178
31.0,31,4.559421
31.0,31,4.564841
51.0,51,4.57424
83.0,83,4.58897
35.0,35,4.595472
44.0,44,4.603292
29.0,29,4.608943
44.0,44,4.616742
30.0,30,4.621909
36.0,36,4.627927
52.0,52,4.63759
61.0,61,4.64817
29.0,29,4.653787
32.0,32,4.659242
56.0,56,4.669172
41.0,41,4.676403
56.0,56,4.686904
32.0,32,4.692637
36.0,36,4.699339
30.0,30,4.705077
35.0,35,4.711644
29.0,29,4.71676
45.0,45,4.725138
31.0,31,4.731019
90.0,90,4.747236
30.0,30,4.752667
41.0,41,4.759764
31.0,31,4.765306
33.0,33,4.771196
37.0,37,4.777594
27.0,27,4.783089
47.0,47,5.230766
57.0,57,5.241557
42.0,42,5.249059
127.0,127,5.272064
58.0,58,5.282563
42.0,42,5.290215
34.0,34,5.296381
40.0,40,5.303528
47.0,47,5.311705
41.0,41,5.31908
43.0,43,5.326721
53.0,53,5.336044
44.0,44,5.344043
115.0,115,5.364381
46.0,46,5.372722
44.0,44,5.380557
34.0,34,5.386398
42.0,42,5.394138
61.0,61,5.405146
30.0,30,5.410665
67.0,67,5.422797
48.0,48,5.431234
57.0,57,5.440985
29.0,29,5.445852
29.0,29,5.451297
45.0,45,5.460084
55.0,55,5.470001
42.0,42,5.477097
44.0,44,5.485054
33.0,33,5.491272
44.0,44,5.499685
68.0,68,5.511933
92.0,92,5.528824
46.0,46,5.536664
53.0,53,5.546348
43.0,43,5.554389
40.0,40,5.561937
37.0,37,5.56817
59.0,59,5.578984
101.0,101,6.049617
33.0,33,6.055387
56.0,56,6.065452
29.0,29,6.071033
36.0,36,6.077722
44.0,44,6.085562
31.0,31,6.091157
39.0,39,6.098691
42.0,42,6.106419
80.0,80,6.12057
41.0,41,6.128195
47.0,47,6.13614
94.0,94,6.153291
35.0,35,6.15938
41.0,41,6.166242
85.0,85,6.181183
50.0,50,6.190394
54.0,54,6.199936
29.0,29,6.204806
42.0,42,6.211873
37.0,37,6.218415
56.0,56,6.228761
55.0,55,6.239001
69.0,69,6.251079
45.0,45,6.258846
61.0,61,6.269784
53.0,53,6.279668
27.0,27,6.284212
42.0,42,6.291709
71.0,71,6.304118
42.0,42,6.311909
86.0,86,6.327296
37.0,37,6.334137
43.0,43,6.341884
52.0,52,6.350984
37.0,37,6.35714
30.0,30,6.36277
50.0,50,6.371918
35.0,35,6.378463
47.0,47,6.386892
35.0,35,6.393471
65.0,65,6.40466
51.0,51,6.413735
43.0,43,6.856861
31.0,31,6.862918
87.0,87,6.878628
45.0,45,6.886877
67.0,67,6.89876
75.0,75,6.912264
43.0,43,6.920315
45.0,45,6.928146
32.0,32,6.934021
39.0,39,6.941301
32.0,32,6.947139
