#{"t_start": 1734541679.8228428, "env_id": "ContinuousCartPole-v0"}
r,l,t
44.0,44,0.252547
99.0,99,0.269696
69.0,69,0.281697
35.0,35,0.288334
40.0,40,0.295524
27.0,27,0.300596
28.0,28,0.305758
62.0,62,0.317274
46.0,46,0.325533
26.0,26,0.33055
92.0,92,0.347564
68.0,68,0.359396
32.0,32,0.365032
28.0,28,0.369884
50.0,50,0.378749
49.0,49,0.387328
46.0,46,0.395784
42.0,42,0.402875
34.0,34,0.408972
38.0,38,0.415568
29.0,29,0.420837
28.0,28,0.425559
48.0,48,0.433913
37.0,37,0.440573
32.0,32,0.446077
34.0,34,0.452093
32.0,32,0.457944
41.0,41,0.464998
38.0,38,0.471577
45.0,45,0.479466
38.0,38,0.485999
42.0,42,0.49375
32.0,32,0.499072
31.0,31,0.504661
34.0,34,0.510322
32.0,32,0.51646
31.0,31,0.521747
36.0,36,0.528086
42.0,42,0.535424
35.0,35,0.541667
34.0,34,0.547872
22.0,22,0.5517
32.0,32,0.557479
40.0,40,0.56452
70.0,70,0.576469
45.0,45,0.584307
27.0,27,0.589064
36.0,36,0.595221
41.0,41,0.602329
29.0,29,0.607609
36.0,36,1.062822
36.0,36,1.069283
40.0,40,1.076068
47.0,47,1.083777
55.0,55,1.093628
59.0,59,1.10387
37.0,37,1.110425
59.0,59,1.120703
34.0,34,1.126925
46.0,46,1.134713
31.0,31,1.139702
57.0,57,1.149533
33.0,33,1.155536
34.0,34,1.161463
37.0,37,1.168262
70.0,70,1.180315
38.0,38,1.186998
44.0,44,1.19506
32.0,32,1.200594
45.0,45,1.20857
59.0,59,1.218616
40.0,40,1.225413
33.0,33,1.230879
45.0,45,1.238893
39.0,39,1.245736
37.0,37,1.252182
69.0,69,1.264599
25.0,25,1.268951
38.0,38,1.275485
42.0,42,1.282577
33.0,33,1.288513
45.0,45,1.296697
34.0,34,1.302802
35.0,35,1.30918
44.0,44,1.316985
40.0,40,1.323612
32.0,32,1.329464
41.0,41,1.336779
29.0,29,1.341821
34.0,34,1.347443
42.0,42,1.35466
35.0,35,1.360524
27.0,27,1.365432
25.0,25,1.370094
44.0,44,1.377892
25.0,25,1.382442
31.0,31,1.387669
49.0,49,1.396212
33.0,33,1.402474
36.0,36,1.409121
32.0,32,1.414756
36.0,36,1.855637
31.0,31,1.861312
71.0,71,1.874097
33.0,33,1.879726
25.0,25,1.884213
41.0,41,1.891234
39.0,39,1.897668
30.0,30,1.90311
39.0,39,1.90982
28.0,28,1.914495
28.0,28,1.919074
24.0,24,1.923735
55.0,55,1.933542
26.0,26,1.938119
27.0,27,1.943214
34.0,34,1.948795
38.0,38,1.95505
