#{"t_start": 1734541015.7746491, "env_id": "ContinuousCartPole-v0"}
r,l,t
94.0,94,0.262331
35.0,35,0.268445
36.0,36,0.275115
56.0,56,0.285101
40.0,40,0.291883
61.0,61,0.303011
40.0,40,0.309828
31.0,31,0.315579
43.0,43,0.323893
36.0,36,0.330352
31.0,31,0.335931
38.0,38,0.343149
30.0,30,0.348425
29.0,29,0.353715
36.0,36,0.359768
46.0,46,0.368082
32.0,32,0.373854
72.0,72,0.386499
54.0,54,0.396029
26.0,26,0.400362
33.0,33,0.406493
50.0,50,0.415386
36.0,36,0.421771
29.0,29,0.426805
43.0,43,0.434508
36.0,36,0.440771
56.0,56,0.450418
38.0,38,0.456857
30.0,30,0.462123
32.0,32,0.468094
61.0,61,0.479043
32.0,32,0.484641
41.0,41,0.491979
57.0,57,0.502062
32.0,32,0.507784
29.0,29,0.513319
38.0,38,0.520101
34.0,34,0.526199
35.0,35,0.532223
54.0,54,0.542296
33.0,33,0.548138
31.0,31,0.553577
25.0,25,0.558091
26.0,26,0.562443
75.0,75,0.575756
45.0,45,0.583368
34.0,34,0.589499
33.0,33,0.595377
44.0,44,0.604055
62.0,62,1.064683
36.0,36,1.071759
28.0,28,1.076974
32.0,32,1.082703
26.0,26,1.087162
39.0,39,1.094423
45.0,45,1.102788
61.0,61,1.114202
35.0,35,1.120219
56.0,56,1.13013
36.0,36,1.136544
80.0,80,1.150211
33.0,33,1.156137
35.0,35,1.162332
28.0,28,1.16741
36.0,36,1.173806
39.0,39,1.18035
69.0,69,1.192383
53.0,53,1.20188
28.0,28,1.207004
36.0,36,1.213643
32.0,32,1.219495
49.0,49,1.228265
26.0,26,1.23308
26.0,26,1.237841
37.0,37,1.244306
32.0,32,1.250266
32.0,32,1.25569
32.0,32,1.261749
48.0,48,1.270423
48.0,48,1.278986
39.0,39,1.285697
34.0,34,1.291565
50.0,50,1.300498
78.0,78,1.313949
33.0,33,1.320294
52.0,52,1.329785
34.0,34,1.335726
49.0,49,1.344587
44.0,44,1.352379
44.0,44,1.360224
29.0,29,1.3654
30.0,30,1.370928
30.0,30,1.37624
35.0,35,1.382747
32.0,32,1.388669
33.0,33,1.394529
31.0,31,1.400167
37.0,37,1.406431
33.0,33,1.412343
37.0,37,1.419028
32.0,32,1.424497
35.0,35,1.864954
82.0,82,1.879989
49.0,49,1.888218
29.0,29,1.89353
43.0,43,1.900989
39.0,39,1.908321
32.0,32,1.914293
36.0,36,1.920586
39.0,39,1.927516
37.0,37,1.934169
35.0,35,1.940258
51.0,51,1.949806
31.0,31,1.955484
30.0,30,1.960871
45.0,45,1.969025
42.0,42,1.976712
35.0,35,1.982842
54.0,54,1.992794
55.0,55,2.002326
34.0,34,2.008901
39.0,39,2.015716
36.0,36,2.021754
35.0,35,2.027755
44.0,44,2.035754
57.0,57,2.045855
28.0,28,2.051092
24.0,24,2.055654
45.0,45,2.064201
44.0,44,2.071979
41.0,41,2.079515
47.0,47,2.088013
34.0,34,2.093915
40.0,40,2.10126
37.0,37,2.107509
43.0,43,2.114737
45.0,45,2.122641
39.0,39,2.129795
93.0,93,2.145859
33.0,33,2.151979
40.0,40,2.159199
59.0,59,2.169878
49.0,49,2.178308
32.0,32,2.18398
28.0,28,2.18914
35.0,35,2.195055
42.0,42,2.202565
37.0,37,2.209039
29.0,29,2.214062
34.0,34,2.22074
35.0,35,2.226641
33.0,33,2.671398
37.0,37,2.677902
53.0,53,2.687374
39.0,39,2.694318
72.0,72,2.707183
25.0,25,2.711425
30.0,30,2.716661
36.0,36,2.723084
32.0,32,2.728886
30.0,30,2.73445
70.0,70,2.747135
41.0,41,2.754177
56.0,56,2.764023
46.0,46,2.772165
39.0,39,2.779291
43.0,43,2.787174
94.0,94,2.803421
32.0,32,2.809106
29.0,29,2.814263
34.0,34,2.820106
45.0,45,2.828168
35.0,35,2.834516
41.0,41,2.841552
41.0,41,2.848609
59.0,59,2.859347
55.0,55,2.868972
70.0,70,2.881416
26.0,26,2.88597
52.0,52,2.895163
22.0,22,2.898877
30.0,30,2.90442
82.0,82,2.919123
60.0,60,2.929709
31.0,31,2.935393
32.0,32,2.940865
